id_da,tipo_tributo,id_contribuinte,competencia_origem,data_inscricao,valor_principal,juros,multa,valor_total,valor_recuperado,fase,situacao
1242,ISS,1764.0,2022-11,2023-01-30,3586.82,967.75,717.36,5271.93,0.0,Administrativa,Em aberto
1243,ISS,806.0,2022-01,2022-04-01,10068.77,1409.51,2013.75,13492.04,0.0,Judicial,Em aberto
1244,ISS,1493.0,2022-06,2022-08-30,575.0,100.84,115.0,790.84,0.0,Administrativa,Em aberto
1245,ISS,1418.0,2022-07,2022-09-29,671.63,59.55,134.33,865.51,0.0,Judicial,Em aberto
1246,ISS,375.0,2022-04,2022-06-30,2497.87,222.86,499.57,3220.3,0.0,Judicial,Em aberto
1247,ISS,210.0,2022-08,2022-10-30,1660.58,130.06,332.12,2122.76,0.0,Administrativa,Em aberto
1248,ISS,957.0,2024-04,2024-06-30,1069.44,276.75,213.89,1560.08,380.48,Judicial,Parcelado
1249,ISS,1563.0,2024-06,2024-08-30,764.72,105.56,152.94,1023.22,0.0,Administrativa,Em aberto
1250,ISS,1668.0,2023-08,2023-10-30,2378.86,286.56,475.77,3141.19,533.82,Judicial,Parcelado
1251,ISS,776.0,2024-01,2024-03-31,12835.34,3367.74,2567.07,18770.14,0.0,Judicial,Em aberto
1252,ISS,223.0,2024-03,2024-05-30,1913.73,332.95,382.75,2629.43,150.19,Judicial,Parcelado
1253,ISS,1483.0,2024-06,2024-08-30,6449.09,1743.34,1289.82,9482.25,0.0,Administrativa,Em aberto
1254,ISS,1977.0,2022-10,2022-12-30,4912.82,976.02,982.56,6871.41,0.0,Administrativa,Em aberto
1255,ISS,139.0,2022-04,2022-06-30,623.49,71.9,124.7,820.09,92.41,Administrativa,Parcelado
1256,ISS,1436.0,2022-06,2022-08-30,6680.75,1600.24,1336.15,9617.14,17.23,Judicial,Parcelado
1257,ISS,927.0,2023-06,2023-08-30,884.69,204.13,176.94,1265.76,11.94,Judicial,Parcelado
1258,ISS,141.0,2022-03,2022-05-30,578.48,79.81,115.7,773.98,0.0,Administrativa,Em aberto
1259,ISS,729.0,2023-08,2023-10-30,988.26,72.12,197.65,1258.03,0.0,Administrativa,Em aberto
1260,ISS,1402.0,2022-07,2022-09-29,6633.18,410.96,1326.64,8370.77,0.0,Administrativa,Em aberto
1261,ISS,413.0,2024-10,2024-12-30,582.34,116.89,116.47,815.7,0.0,Administrativa,Em aberto
1262,ISS,92.0,2024-09,2024-11-30,8401.15,1094.15,1680.23,11175.53,1223.16,Judicial,Parcelado
1263,ISS,619.0,2023-06,2023-08-30,889.4,152.67,177.88,1219.95,0.0,Administrativa,Em aberto
1264,ISS,508.0,2022-04,2022-06-30,922.69,144.45,184.54,1251.68,194.36,Judicial,Parcelado
1265,ISS,901.0,2023-02,2023-05-02,14082.86,1706.52,2816.57,18605.96,0.0,Administrativa,Em aberto
1266,ISS,1117.0,2024-04,2024-06-30,5399.92,828.28,1079.98,7308.19,0.0,Administrativa,Em aberto
1267,ISS,724.0,2023-08,2023-10-30,571.75,103.97,114.35,790.07,191.38,Administrativa,Parcelado
1268,ISS,137.0,2022-09,2022-11-30,9378.37,2708.36,1875.67,13962.4,1578.99,Administrativa,Parcelado
1269,ISS,1311.0,2023-01,2023-04-01,1107.3,331.43,221.46,1660.19,0.0,Administrativa,Em aberto
1270,ISS,514.0,2022-09,2022-11-30,1100.07,184.59,220.01,1504.68,0.0,Judicial,Em aberto
1271,ISS,1723.0,2022-08,2022-10-30,29258.05,6924.36,5851.61,42034.02,0.0,Administrativa,Em aberto
1272,ISS,613.0,2024-03,2024-05-30,886.08,72.97,177.22,1136.27,0.0,Judicial,Em aberto
1273,ISS,1680.0,2022-08,2022-10-30,1076.31,248.71,215.26,1540.28,0.0,Judicial,Em aberto
1274,ISS,931.0,2024-12,2025-03-01,712.96,194.35,142.59,1049.9,0.0,Judicial,Em aberto
1275,ISS,1205.0,2022-08,2022-10-30,1318.35,174.27,263.67,1756.29,0.0,Administrativa,Em aberto
1276,ISS,1361.0,2022-09,2022-11-30,7961.02,2232.92,1592.2,11786.14,1137.7,Administrativa,Parcelado
1277,ISS,254.0,2024-06,2024-08-30,3199.97,766.47,639.99,4606.43,0.0,Administrativa,Em aberto
1278,ISS,1943.0,2022-09,2022-11-30,5986.23,971.5,1197.25,8154.98,0.0,Administrativa,Em aberto
1279,ISS,968.0,2023-12,2024-02-29,1387.48,149.92,277.5,1814.9,0.0,Judicial,Em aberto
1280,ISS,1258.0,2023-02,2023-05-02,535.28,104.25,107.06,746.59,0.0,Administrativa,Em aberto
1281,ISS,704.0,2023-05,2023-07-30,861.17,79.26,172.23,1112.66,0.0,Judicial,Em aberto
1282,ISS,285.0,2024-01,2024-03-31,1043.79,264.74,208.76,1517.28,96.02,Administrativa,Parcelado
1283,ISS,1739.0,2024-04,2024-06-30,901.16,120.37,180.23,1201.76,0.0,Administrativa,Em aberto
1284,ISS,562.0,2022-09,2022-11-30,6557.85,1958.49,1311.57,9827.91,1940.93,Administrativa,Parcelado
1285,ISS,686.0,2022-04,2022-06-30,579.69,106.71,115.94,802.34,0.0,Administrativa,Em aberto
1286,ISS,1231.0,2022-01,2022-04-01,6818.31,1260.31,1363.66,9442.28,0.0,Administrativa,Em aberto
1287,ISS,836.0,2024-08,2024-10-30,751.12,53.72,150.22,955.06,0.0,Judicial,Em aberto
1288,ISS,1536.0,2023-03,2023-05-30,2936.97,288.76,587.39,3813.13,764.79,Administrativa,Parcelado
1289,ISS,1950.0,2024-09,2024-11-30,940.1,235.4,188.02,1363.52,0.0,Administrativa,Em aberto
1290,ISS,1359.0,2024-04,2024-06-30,811.14,141.01,162.23,1114.38,0.0,Administrativa,Em aberto
1291,ISS,1595.0,2024-06,2024-08-30,1020.15,216.36,204.03,1440.54,0.0,Administrativa,Em aberto
1292,ISS,1699.0,2024-06,2024-08-30,501.01,116.47,100.2,717.69,0.0,Judicial,Em aberto
1293,ISS,850.0,2023-09,2023-11-30,4993.67,328.51,998.73,6320.91,0.0,Judicial,Em aberto
1294,ISS,1579.0,2023-07,2023-09-29,1638.89,278.13,327.78,2244.8,228.73,Administrativa,Parcelado
1295,ISS,176.0,2022-12,2023-03-01,1407.1,306.79,281.42,1995.31,566.6,Judicial,Parcelado
1296,ISS,1931.0,2023-04,2023-06-30,655.03,169.43,131.01,955.46,263.55,Administrativa,Parcelado
1297,ISS,1231.0,2023-03,2023-05-30,11771.1,3438.15,2354.22,17563.47,0.0,Judicial,Em aberto
1298,ISS,1258.0,2022-09,2022-11-30,694.11,51.32,138.82,884.25,197.61,Administrativa,Parcelado
1299,ISS,930.0,2024-04,2024-06-30,544.87,64.68,108.97,718.52,72.71,Administrativa,Parcelado
1300,ISS,1871.0,2024-06,2024-08-30,817.75,89.94,163.55,1071.24,0.0,Administrativa,Em aberto
1301,ISS,1571.0,2024-09,2024-11-30,815.01,102.39,163.0,1080.4,131.65,Judicial,Parcelado
1302,ISS,288.0,2022-08,2022-10-30,1192.06,241.88,238.41,1672.35,0.0,Administrativa,Em aberto
1303,ISS,1979.0,2023-06,2023-08-30,536.57,117.0,107.31,760.89,0.0,Administrativa,Em aberto
1304,ISS,851.0,2023-11,2024-01-30,1100.41,267.21,220.08,1587.7,0.0,Administrativa,Em aberto
1305,ISS,207.0,2024-02,2024-05-01,506.71,133.27,101.34,741.32,0.0,Administrativa,Em aberto
1306,ISS,1394.0,2024-05,2024-07-30,1998.62,584.06,399.72,2982.4,0.0,Administrativa,Em aberto
1307,ISS,678.0,2022-06,2022-08-30,1544.77,270.3,308.95,2124.02,0.0,Judicial,Em aberto
1308,ISS,995.0,2023-07,2023-09-29,757.5,166.29,151.5,1075.29,0.0,Judicial,Em aberto
1309,ISS,254.0,2022-07,2022-09-29,3514.23,864.7,702.85,5081.78,0.0,Judicial,Em aberto
1310,ISS,1961.0,2022-01,2022-04-01,532.48,73.88,106.5,712.85,0.0,Administrativa,Em aberto
1311,ISS,195.0,2022-04,2022-06-30,2560.63,264.27,512.13,3337.03,0.0,Judicial,Em aberto
1312,ISS,1457.0,2024-03,2024-05-30,2525.94,600.18,505.19,3631.3,0.0,Administrativa,Em aberto
1313,ISS,928.0,2023-07,2023-09-29,646.98,106.46,129.4,882.84,116.14,Administrativa,Parcelado
1314,ISS,1702.0,2024-04,2024-06-30,2035.65,142.07,407.13,2584.85,0.0,Administrativa,Em aberto
1315,ISS,504.0,2024-09,2024-11-30,511.22,127.68,102.24,741.15,0.0,Administrativa,Em aberto
1316,ISS,1002.0,2023-05,2023-07-30,569.85,160.55,113.97,844.37,0.0,Administrativa,Em aberto
1317,ISS,668.0,2022-12,2023-03-01,2015.08,189.98,403.02,2608.08,0.0,Administrativa,Em aberto
1318,ISS,1858.0,2023-12,2024-02-29,1533.21,183.0,306.64,2022.86,162.43,Administrativa,Parcelado
1319,ISS,1158.0,2023-03,2023-05-30,1528.0,441.41,305.6,2275.01,0.0,Administrativa,Em aberto
1320,ISS,1370.0,2023-04,2023-06-30,1309.43,283.97,261.89,1855.29,0.0,Judicial,Em aberto
1321,ISS,523.0,2023-06,2023-08-30,3368.52,207.38,673.7,4249.6,0.0,Judicial,Em aberto
1322,ISS,446.0,2022-07,2022-09-29,2370.71,302.96,474.14,3147.81,0.0,Administrativa,Em aberto
1323,ISS,717.0,2024-10,2024-12-30,539.3,150.48,107.86,797.64,0.0,Administrativa,Em aberto
1324,ISS,1156.0,2023-03,2023-05-30,1670.6,446.5,334.12,2451.22,120.57,Judicial,Parcelado
1325,ISS,233.0,2023-10,2023-12-30,1570.24,275.88,314.05,2160.17,0.0,Administrativa,Em aberto
1326,ISS,625.0,2024-05,2024-07-30,1506.13,318.67,301.23,2126.02,486.63,Administrativa,Parcelado
1327,ISS,100.0,2022-03,2022-05-30,2742.21,239.51,548.44,3530.17,0.0,Administrativa,Em aberto
1328,ISS,1523.0,2024-04,2024-06-30,692.96,91.63,138.59,923.19,193.62,Administrativa,Parcelado
1329,ISS,1543.0,2023-11,2024-01-30,4494.75,288.9,898.95,5682.6,0.0,Administrativa,Em aberto
1330,ISS,561.0,2022-09,2022-11-30,6029.61,752.28,1205.92,7987.81,0.0,Administrativa,Em aberto
1331,ISS,586.0,2024-05,2024-07-30,1058.44,250.59,211.69,1520.72,0.0,Administrativa,Em aberto
1332,ISS,818.0,2024-12,2025-03-01,500.07,118.18,100.01,718.26,165.12,Administrativa,Parcelado
1333,ISS,1704.0,2023-02,2023-05-02,8957.78,2001.42,1791.56,12750.76,321.92,Administrativa,Parcelado
1334,ISS,508.0,2023-06,2023-08-30,2872.94,573.24,574.59,4020.77,0.0,Administrativa,Em aberto
1335,ISS,1231.0,2023-08,2023-10-30,10608.12,1747.12,2121.62,14476.86,0.0,Judicial,Em aberto
1336,ISS,406.0,2024-11,2025-01-30,3185.29,327.3,637.06,4149.65,0.0,Administrativa,Em aberto
1337,ISS,1483.0,2024-08,2024-10-30,9100.97,909.9,1820.19,11831.07,0.0,Administrativa,Em aberto
1338,ISS,1815.0,2023-07,2023-09-29,688.07,47.7,137.61,873.38,0.0,Administrativa,Em aberto
1339,ISS,1815.0,2023-09,2023-11-30,674.45,114.33,134.89,923.67,22.97,Administrativa,Parcelado
1340,ISS,1231.0,2022-09,2022-11-30,21338.72,2844.37,4267.74,28450.84,0.0,Administrativa,Em aberto
1341,ISS,1909.0,2022-07,2022-09-29,777.01,232.59,155.4,1165.0,0.0,Administrativa,Em aberto
1342,ISS,1385.0,2023-02,2023-05-02,771.82,229.49,154.36,1155.67,233.2,Administrativa,Parcelado
1343,ISS,127.0,2022-10,2022-12-30,724.78,213.55,144.96,1083.28,0.0,Administrativa,Em aberto
1344,ISS,787.0,2022-05,2022-07-30,980.74,169.77,196.15,1346.65,0.0,Judicial,Em aberto
1345,ISS,562.0,2024-12,2025-03-01,5080.89,345.21,1016.18,6442.27,1016.55,Administrativa,Parcelado
1346,ISS,927.0,2022-09,2022-11-30,1129.8,158.36,225.96,1514.12,0.0,Administrativa,Em aberto
1347,ISS,1271.0,2022-11,2023-01-30,925.45,217.42,185.09,1327.96,0.0,Administrativa,Em aberto
1348,ISS,1101.0,2024-12,2025-03-01,1419.12,235.32,283.82,1938.26,0.0,Administrativa,Em aberto
1349,ISS,402.0,2022-03,2022-05-30,1693.72,429.01,338.74,2461.48,0.0,Administrativa,Em aberto
1350,ISS,223.0,2022-07,2022-09-29,2334.57,462.48,466.91,3263.96,0.0,Judicial,Em aberto
1351,ISS,435.0,2024-05,2024-07-30,8911.88,1703.48,1782.38,12397.74,0.0,Administrativa,Em aberto
1352,ISS,1753.0,2024-04,2024-06-30,3220.18,636.86,644.04,4501.07,288.7,Administrativa,Parcelado
1353,ISS,837.0,2022-02,2022-05-02,9230.33,882.91,1846.07,11959.31,0.0,Judicial,Em aberto
1354,ISS,508.0,2022-09,2022-11-30,2095.85,604.55,419.17,3119.57,491.37,Administrativa,Parcelado
1355,ISS,1986.0,2024-12,2025-03-01,4313.97,1057.37,862.79,6234.14,0.0,Administrativa,Em aberto
1356,ISS,250.0,2022-01,2022-04-01,4858.32,965.26,971.66,6795.24,0.0,Administrativa,Em aberto
1357,ISS,1599.0,2023-12,2024-02-29,4465.54,1119.44,893.11,6478.09,1660.54,Administrativa,Parcelado
1358,ISS,1093.0,2024-01,2024-03-31,2791.82,508.31,558.36,3858.49,1088.69,Administrativa,Parcelado
1359,ISS,1716.0,2022-04,2022-06-30,1121.88,287.5,224.38,1633.75,461.76,Administrativa,Parcelado
1360,ISS,1738.0,2024-12,2025-03-01,566.25,56.25,113.25,735.75,0.0,Administrativa,Em aberto
1361,ISS,1677.0,2023-04,2023-06-30,1704.54,319.04,340.91,2364.49,0.0,Judicial,Em aberto
1362,ISS,275.0,2022-02,2022-05-02,1560.77,175.36,312.15,2048.28,0.0,Administrativa,Em aberto
1363,ISS,1368.0,2023-06,2023-08-30,2461.52,167.69,492.3,3121.52,0.0,Administrativa,Em aberto
1364,ISS,878.0,2023-04,2023-06-30,17047.74,1756.76,3409.55,22214.05,0.0,Administrativa,Em aberto
1365,ISS,621.0,2024-04,2024-06-30,2670.65,645.82,534.13,3850.6,0.0,Administrativa,Em aberto
1366,ISS,1875.0,2024-07,2024-09-29,618.11,150.8,123.62,892.53,133.03,Administrativa,Parcelado
1367,ISS,539.0,2023-11,2024-01-30,680.45,132.33,136.09,948.87,0.0,Judicial,Em aberto
1368,ISS,139.0,2022-09,2022-11-30,623.27,93.95,124.65,841.87,0.0,Judicial,Em aberto
1369,ISS,1942.0,2022-07,2022-09-29,1428.62,349.12,285.72,2063.47,0.0,Judicial,Em aberto
1370,ISS,897.0,2023-10,2023-12-30,979.23,145.5,195.85,1320.57,0.0,Judicial,Em aberto
1371,ISS,1971.0,2024-10,2024-12-30,1861.46,380.69,372.29,2614.45,0.0,Administrativa,Em aberto
1372,ISS,1394.0,2023-07,2023-09-29,1902.24,228.12,380.45,2510.81,0.0,Administrativa,Em aberto
1373,ISS,97.0,2024-01,2024-03-31,1938.07,475.11,387.61,2800.79,0.0,Judicial,Em aberto
1374,ISS,715.0,2023-02,2023-05-02,521.39,132.88,104.28,758.55,0.0,Judicial,Em aberto
1375,ISS,1068.0,2022-09,2022-11-30,2393.19,165.99,478.64,3037.82,31.84,Administrativa,Parcelado
1376,ISS,245.0,2024-08,2024-10-30,32658.45,6549.97,6531.69,45740.11,0.0,Judicial,Em aberto
1377,ISS,288.0,2023-11,2024-01-30,1666.11,258.44,333.22,2257.77,0.0,Administrativa,Em aberto
1378,ISS,310.0,2023-04,2023-06-30,843.33,184.69,168.67,1196.68,0.0,Administrativa,Em aberto
1379,ISS,923.0,2023-03,2023-05-30,1201.14,235.12,240.23,1676.48,0.0,Administrativa,Em aberto
1380,ISS,562.0,2023-09,2023-11-30,5623.03,542.12,1124.61,7289.76,1261.62,Administrativa,Parcelado
1381,ISS,380.0,2023-03,2023-05-30,2651.52,441.52,530.3,3623.34,0.0,Administrativa,Em aberto
1382,ISS,41.0,2023-10,2023-12-30,2001.91,222.39,400.38,2624.68,664.71,Administrativa,Parcelado
1383,ISS,1369.0,2024-02,2024-05-01,2560.53,547.81,512.11,3620.45,874.76,Administrativa,Parcelado
1384,ISS,713.0,2024-12,2025-03-01,32057.63,8814.41,6411.53,47283.57,126.41,Administrativa,Parcelado
1385,ISS,1897.0,2023-12,2024-02-29,760.75,59.55,152.15,972.45,0.0,Judicial,Em aberto
1386,ISS,504.0,2023-04,2023-06-30,954.47,228.76,190.89,1374.12,0.0,Judicial,Em aberto
1387,ISS,1902.0,2022-10,2022-12-30,572.26,108.25,114.45,794.96,0.0,Administrativa,Em aberto
1388,ISS,1402.0,2024-07,2024-09-29,4315.47,969.02,863.09,6147.58,0.0,Administrativa,Em aberto
1389,ISS,223.0,2022-04,2022-06-30,4289.33,1001.38,857.87,6148.57,0.0,Administrativa,Em aberto
1390,ISS,1186.0,2023-11,2024-01-30,998.98,116.91,199.8,1315.69,0.0,Judicial,Em aberto
1391,ISS,757.0,2023-12,2024-02-29,920.91,219.06,184.18,1324.15,330.23,Administrativa,Parcelado
1392,ISS,1942.0,2023-03,2023-05-30,807.5,140.69,161.5,1109.69,0.0,Administrativa,Em aberto
1393,ISS,271.0,2023-08,2023-10-30,13961.6,1529.29,2792.32,18283.21,0.0,Administrativa,Em aberto
1394,ISS,777.0,2023-01,2023-04-01,635.79,120.21,127.16,883.15,0.0,Administrativa,Em aberto
1395,ISS,125.0,2023-06,2023-08-30,26454.19,3259.59,5290.84,35004.61,10096.08,Judicial,Parcelado
1396,ISS,684.0,2022-08,2022-10-30,525.88,112.91,105.18,743.96,0.0,Administrativa,Em aberto
1397,ISS,1716.0,2024-06,2024-08-30,732.37,106.83,146.47,985.68,252.24,Administrativa,Parcelado
1398,ISS,400.0,2023-05,2023-07-30,911.29,250.37,182.26,1343.92,247.99,Judicial,Parcelado
1399,ISS,1059.0,2024-01,2024-03-31,1090.65,252.78,218.13,1561.56,0.0,Judicial,Em aberto
1400,ISS,404.0,2023-02,2023-05-02,5240.82,1191.31,1048.16,7480.29,750.0,Administrativa,Parcelado
1401,ISS,224.0,2024-05,2024-07-30,11789.6,1335.8,2357.92,15483.32,0.0,Judicial,Em aberto
1402,ISS,1186.0,2023-08,2023-10-30,1197.43,346.88,239.49,1783.8,0.0,Judicial,Em aberto
1403,ISS,169.0,2024-06,2024-08-30,3026.89,712.52,605.38,4344.79,826.77,Administrativa,Parcelado
1404,ISS,18.0,2024-06,2024-08-30,8877.32,1556.44,1775.46,12209.22,0.0,Judicial,Em aberto
1405,ISS,1807.0,2024-11,2025-01-30,665.03,74.94,133.01,872.97,0.0,Judicial,Em aberto
1406,ISS,576.0,2023-08,2023-10-30,1685.87,167.48,337.17,2190.53,82.14,Administrativa,Parcelado
1407,ISS,668.0,2023-05,2023-07-30,2447.1,367.44,489.42,3303.96,327.91,Judicial,Parcelado
1408,ISS,1603.0,2022-03,2022-05-30,2086.51,536.93,417.3,3040.74,354.44,Administrativa,Parcelado
1409,ISS,406.0,2022-11,2023-01-30,14350.23,1977.99,2870.05,19198.27,2698.06,Judicial,Parcelado
1410,ISS,931.0,2023-03,2023-05-30,600.21,128.58,120.04,848.83,0.0,Administrativa,Em aberto
1411,ISS,757.0,2023-07,2023-09-29,2013.68,401.36,402.74,2817.78,0.0,Administrativa,Em aberto
1412,ISS,713.0,2023-08,2023-10-30,18674.48,1952.29,3734.9,24361.66,0.0,Administrativa,Em aberto
1413,ISS,90.0,2024-01,2024-03-31,769.13,116.32,153.83,1039.27,16.97,Administrativa,Parcelado
1414,ISS,1928.0,2022-04,2022-06-30,559.67,161.37,111.93,832.98,0.0,Administrativa,Em aberto
1415,ISS,1986.0,2023-01,2023-04-01,2276.0,196.81,455.2,2928.01,0.0,Administrativa,Em aberto
1416,ISS,546.0,2024-05,2024-07-30,1425.85,108.12,285.17,1819.14,2.2,Administrativa,Parcelado
1417,ISS,1077.0,2022-03,2022-05-30,1189.52,306.35,237.9,1733.78,0.0,Judicial,Em aberto
1418,ISS,507.0,2024-03,2024-05-30,565.96,89.0,113.19,768.15,36.97,Administrativa,Parcelado
1419,ISS,851.0,2023-05,2023-07-30,1716.68,174.68,343.34,2234.7,469.51,Administrativa,Parcelado
1420,ISS,927.0,2024-08,2024-10-30,2261.61,630.17,452.32,3344.1,0.0,Administrativa,Em aberto
1421,ISS,1920.0,2023-11,2024-01-30,675.39,86.47,135.08,896.94,0.0,Judicial,Em aberto
1422,ISS,851.0,2023-01,2023-04-01,1240.04,299.71,248.01,1787.76,245.19,Administrativa,Parcelado
1423,ISS,1757.0,2023-07,2023-09-29,7404.01,1209.38,1480.8,10094.19,0.0,Administrativa,Em aberto
1424,ISS,1483.0,2022-08,2022-10-30,21843.95,6178.24,4368.79,32390.98,0.0,Administrativa,Em aberto
1425,ISS,310.0,2023-05,2023-07-30,553.69,93.81,110.74,758.24,0.0,Administrativa,Em aberto
1426,ISS,1493.0,2023-10,2023-12-30,547.84,128.06,109.57,785.47,0.0,Administrativa,Em aberto
1427,ISS,1312.0,2024-12,2025-03-01,582.83,44.67,116.57,744.06,0.0,Administrativa,Em aberto
1428,ISS,486.0,2024-01,2024-03-31,1917.46,285.44,383.49,2586.39,0.0,Administrativa,Em aberto
1429,ISS,1688.0,2022-05,2022-07-30,8605.86,2542.98,1721.17,12870.02,0.0,Administrativa,Em aberto
1430,ISS,125.0,2023-02,2023-05-02,27793.47,6509.9,5558.69,39862.07,0.0,Administrativa,Em aberto
1431,ISS,978.0,2022-10,2022-12-30,48729.74,8470.27,9745.95,66945.96,0.0,Judicial,Em aberto
1432,ISS,1054.0,2023-07,2023-09-29,11258.83,1967.24,2251.77,15477.83,2831.22,Administrativa,Parcelado
1433,ISS,1258.0,2024-01,2024-03-31,751.43,95.62,150.29,997.33,0.0,Administrativa,Em aberto
1434,ISS,1478.0,2024-05,2024-07-30,3163.58,549.46,632.72,4345.75,0.0,Administrativa,Em aberto
1435,ISS,1541.0,2024-01,2024-03-31,641.02,72.68,128.2,841.91,153.6,Administrativa,Parcelado
1436,ISS,906.0,2024-05,2024-07-30,2403.83,212.73,480.77,3097.33,0.0,Administrativa,Em aberto
1437,ISS,114.0,2024-11,2025-01-30,6484.49,1881.33,1296.9,9662.71,0.0,Administrativa,Em aberto
1438,ISS,316.0,2023-01,2023-04-01,1152.74,289.9,230.55,1673.19,169.24,Administrativa,Parcelado
1439,ISS,780.0,2024-06,2024-08-30,2362.12,282.58,472.42,3117.12,0.0,Administrativa,Em aberto
1440,ISS,338.0,2023-05,2023-07-30,611.86,129.95,122.37,864.18,0.0,Judicial,Em aberto
1441,ISS,1758.0,2023-11,2024-01-30,2275.34,633.15,455.07,3363.55,0.0,Administrativa,Em aberto
1442,ISS,508.0,2024-03,2024-05-30,1533.41,113.33,306.68,1953.42,0.0,Administrativa,Em aberto
1443,ISS,496.0,2023-09,2023-11-30,903.97,126.53,180.79,1211.29,0.0,Administrativa,Em aberto
1444,ISS,931.0,2022-10,2022-12-30,991.29,158.73,198.26,1348.28,0.0,Administrativa,Em aberto
1445,ISS,812.0,2022-09,2022-11-30,1164.63,281.94,232.93,1679.5,80.03,Administrativa,Parcelado
1446,ISS,245.0,2022-08,2022-10-30,22347.6,1611.64,4469.52,28428.76,0.0,Judicial,Em aberto
1447,ISS,1370.0,2023-12,2024-02-29,612.48,136.78,122.5,871.75,55.84,Judicial,Parcelado
1448,ISS,1463.0,2023-06,2023-08-30,635.79,66.88,127.16,829.83,0.0,Judicial,Em aberto
1449,ISS,129.0,2022-11,2023-01-30,4161.56,407.25,832.31,5401.12,0.0,Administrativa,Em aberto
1450,ISS,954.0,2023-09,2023-11-30,2574.61,386.73,514.92,3476.26,0.0,Administrativa,Em aberto
1451,ISS,576.0,2024-11,2025-01-30,1217.38,261.82,243.48,1722.67,422.16,Administrativa,Parcelado
1452,ISS,850.0,2023-11,2024-01-30,5920.62,1501.31,1184.12,8606.06,1587.58,Administrativa,Parcelado
1453,ISS,1131.0,2023-03,2023-05-30,3121.82,483.27,624.36,4229.46,1244.45,Judicial,Parcelado
1454,ISS,1977.0,2022-01,2022-04-01,4844.75,912.39,968.95,6726.09,0.0,Judicial,Em aberto
1455,ISS,1023.0,2024-11,2025-01-30,3979.03,811.01,795.81,5585.85,1422.61,Administrativa,Parcelado
1456,ISS,1110.0,2024-04,2024-06-30,643.31,183.09,128.66,955.06,236.57,Administrativa,Parcelado
1457,ISS,1249.0,2023-09,2023-11-30,633.7,39.06,126.74,799.5,0.0,Judicial,Em aberto
1458,ISS,79.0,2023-09,2023-11-30,507.77,75.51,101.55,684.84,8.39,Administrativa,Parcelado
1459,ISS,140.0,2022-09,2022-11-30,1673.68,432.51,334.74,2440.93,0.0,Administrativa,Em aberto
1460,ISS,1490.0,2022-02,2022-05-02,2719.06,182.96,543.81,3445.83,0.0,Administrativa,Em aberto
1461,ISS,100.0,2022-02,2022-05-02,1616.68,353.37,323.34,2293.38,687.03,Administrativa,Parcelado
1462,ISS,1610.0,2024-01,2024-03-31,622.24,174.93,124.45,921.62,0.0,Judicial,Em aberto
1463,ISS,1350.0,2024-10,2024-12-30,789.19,233.95,157.84,1180.98,0.0,Administrativa,Em aberto
1464,ISS,575.0,2023-04,2023-06-30,5460.16,1551.63,1092.03,8103.82,1227.1,Administrativa,Parcelado
1465,ISS,1858.0,2022-03,2022-05-30,2501.97,267.39,500.39,3269.75,845.37,Judicial,Parcelado
1466,ISS,214.0,2023-05,2023-07-30,839.22,169.16,167.84,1176.22,252.06,Judicial,Parcelado
1467,ISS,704.0,2024-08,2024-10-30,692.14,76.27,138.43,906.83,0.0,Judicial,Em aberto
1468,ISS,280.0,2024-12,2025-03-01,677.29,152.78,135.46,965.53,8.04,Administrativa,Parcelado
1469,ISS,933.0,2024-04,2024-06-30,56854.12,8122.04,11370.82,76346.98,0.0,Judicial,Em aberto
1470,ISS,812.0,2024-09,2024-11-30,694.22,149.04,138.84,982.11,83.47,Administrativa,Parcelado
1471,ISS,780.0,2024-12,2025-03-01,1924.78,456.39,384.96,2766.13,0.0,Judicial,Em aberto
1472,ISS,291.0,2023-06,2023-08-30,620.73,112.27,124.15,857.15,0.0,Judicial,Em aberto
1473,ISS,1875.0,2022-02,2022-05-02,622.8,77.13,124.56,824.49,0.0,Judicial,Em aberto
1474,ISS,78.0,2023-02,2023-05-02,1305.06,131.46,261.01,1697.53,0.0,Judicial,Em aberto
1475,ISS,211.0,2023-05,2023-07-30,1072.05,232.41,214.41,1518.87,381.94,Judicial,Parcelado
1476,ISS,1571.0,2022-08,2022-10-30,863.99,85.6,172.8,1122.39,320.44,Administrativa,Parcelado
1477,ISS,757.0,2023-01,2023-04-01,1297.6,218.31,259.52,1775.43,518.71,Judicial,Parcelado
1478,ISS,717.0,2024-02,2024-05-01,1021.27,193.84,204.25,1419.36,0.0,Administrativa,Em aberto
1479,ISS,678.0,2022-11,2023-01-30,732.56,138.75,146.51,1017.82,19.75,Administrativa,Parcelado
1480,ISS,715.0,2024-02,2024-05-01,635.43,169.6,127.09,932.11,0.0,Administrativa,Em aberto
1481,ISS,1698.0,2023-05,2023-07-30,2628.55,220.32,525.71,3374.58,0.0,Administrativa,Em aberto
1482,ISS,1920.0,2022-03,2022-05-30,880.57,143.82,176.11,1200.5,132.55,Judicial,Parcelado
1483,ISS,1195.0,2022-11,2023-01-30,771.12,48.02,154.22,973.36,0.0,Administrativa,Em aberto
1484,ISS,26.0,2023-10,2023-12-30,9820.39,2412.21,1964.08,14196.68,3978.41,Administrativa,Parcelado
1485,ISS,713.0,2022-07,2022-09-29,39139.84,3644.39,7827.97,50612.2,0.0,Administrativa,Em aberto
