id_itbi,id_imovel,bairro,tipo_imovel,mes_competencia,valor_venal_iptu,valor_declarado_escritura,razao_decl_venal,base_calculo,itbi_devido,itbi_recolhido,gap_itbi,subavaliacao_detectada,ano
448,878,Centro,Residencial,2024-10,321001.68,270235.34,0.842,321001.68,6420.03,5404.71,1015.33,0,2024
449,12634,Glória,Residencial,2023-08,411972.78,210570.19,0.511,411972.78,8239.46,4211.4,4028.05,1,2023
450,8971,Porto Grande,Residencial,2022-08,271594.65,252246.05,0.929,271594.65,5431.89,5044.92,386.97,0,2022
451,8376,Vila Bocaina,Residencial,2022-05,1007765.86,908852.97,0.902,1007765.86,20155.32,18177.06,1978.26,0,2022
452,13923,Vila São Jorge,Residencial,2022-03,256491.88,250990.29,0.979,256491.88,5129.84,5019.81,110.03,0,2022
453,8128,Esplanada dos Barreiros,Comercial,2022-06,1189521.86,1307903.02,1.1,1307903.02,26158.06,26158.06,0.0,0,2022
454,7976,Vila São Jorge,Comercial,2024-07,891776.73,470464.34,0.528,891776.73,17835.53,9409.29,8426.25,1,2024
455,6204,Parque Bitaru,Residencial,2022-07,267384.82,264819.65,0.99,267384.82,5347.7,5296.39,51.3,0,2022
456,6429,Centro,Comercial,2022-04,335902.4,311802.65,0.928,335902.4,6718.05,6236.05,481.99,0,2022
457,3122,Esplanada dos Barreiros,Industrial,2022-10,513382.49,583003.22,1.136,583003.22,11660.06,11660.06,0.0,0,2022
458,600,Vila Bocaina,Industrial,2022-02,380644.87,421396.8,1.107,421396.8,8427.94,8427.94,0.0,0,2022
459,6629,Vila Margarida,Residencial,2024-01,814498.02,789919.41,0.97,814498.02,16289.96,15798.39,491.57,0,2024
460,2064,Glória,Comercial,2024-10,897899.89,913747.29,1.018,913747.29,18274.95,18274.95,0.0,0,2024
461,14678,Centro,Residencial,2024-09,388272.42,342477.9,0.882,388272.42,7765.45,6849.56,915.89,0,2024
462,11840,Catiapoa,Comercial,2022-12,98322.07,95299.16,0.969,98322.07,1966.44,1905.98,60.46,0,2022
463,9664,Japuí,Comercial,2022-03,329400.38,353473.38,1.073,353473.38,7069.47,7069.47,0.0,0,2022
464,7711,Porto Grande,Comercial,2024-07,624287.32,311607.83,0.499,624287.32,12485.75,6232.16,6253.59,1,2024
465,6236,Vila Nova,Residencial,2024-03,507637.75,463219.85,0.913,507637.75,10152.76,9264.4,888.36,0,2024
466,3284,Esplanada dos Barreiros,Residencial,2023-04,580938.88,653724.97,1.125,653724.97,13074.5,13074.5,0.0,0,2023
467,8855,Catiapoa,Residencial,2024-03,530605.76,446922.17,0.842,530605.76,10612.12,8938.44,1673.67,0,2024
468,13697,Glória,Residencial,2022-01,325013.25,298238.24,0.918,325013.25,6500.27,5964.76,535.5,0,2022
469,5296,Cidade Nautica,Residencial,2023-03,513167.88,438296.37,0.854,513167.88,10263.36,8765.93,1497.43,0,2023
470,13679,Glória,Residencial,2022-08,1112275.5,956812.53,0.86,1112275.5,22245.51,19136.25,3109.26,0,2022
471,2639,Centro,Residencial,2024-07,284662.07,271567.38,0.954,284662.07,5693.24,5431.35,261.89,0,2024
472,13389,Alto da Boa Vista,Residencial,2022-09,230098.03,223356.32,0.971,230098.03,4601.96,4467.13,134.83,0,2022
473,7360,Porto Grande,Residencial,2023-04,104282.36,106601.4,1.022,106601.4,2132.03,2132.03,0.0,0,2023
474,9057,Alto da Boa Vista,Residencial,2024-05,605596.8,694581.13,1.147,694581.13,13891.62,13891.62,0.0,0,2024
475,4981,Jardim Rio Branco,Residencial,2023-12,551691.71,626690.49,1.136,626690.49,12533.81,12533.81,0.0,0,2023
476,12116,Vila São Jorge,Residencial,2023-01,178198.19,189100.88,1.061,189100.88,3782.02,3782.02,0.0,0,2023
477,10165,Vila São Jorge,Comercial,2022-10,349166.48,391476.09,1.121,391476.09,7829.52,7829.52,0.0,0,2022
478,6646,Ilha Porchat,Residencial,2022-10,740976.06,841455.62,1.136,841455.62,16829.11,16829.11,0.0,0,2022
479,7317,Centro,Residencial,2024-10,454708.8,365146.59,0.803,454708.8,9094.18,7302.93,1791.24,0,2024
480,10384,Cidade Nautica,Residencial,2022-08,616294.63,637626.53,1.035,637626.53,12752.53,12752.53,0.0,0,2022
481,14896,Catiapoa,Residencial,2023-08,210919.63,189088.82,0.896,210919.63,4218.39,3781.78,436.62,0,2023
482,14583,Cidade Nautica,Residencial,2024-06,1623246.93,1389317.63,0.856,1623246.93,32464.94,27786.35,4678.59,0,2024
483,6557,Porto Grande,Comercial,2023-11,565952.48,456773.1,0.807,565952.48,11319.05,9135.46,2183.59,0,2023
484,12192,Jardim Rio Branco,Residencial,2024-10,201437.57,205341.6,1.019,205341.6,4106.83,4106.83,0.0,0,2024
485,11303,Vila São Jorge,Residencial,2023-01,450647.03,311817.86,0.692,450647.03,9012.94,6236.36,2776.58,1,2023
486,955,Jardim Rio Branco,Residencial,2022-01,312116.1,312212.73,1.0,312212.73,6244.25,6244.25,0.0,0,2022
487,4581,Vila São Jorge,Residencial,2022-04,554319.1,545664.53,0.984,554319.1,11086.38,10913.29,173.09,0,2022
488,13263,Vila São Jorge,Residencial,2024-09,107567.07,106837.54,0.993,107567.07,2151.34,2136.75,14.59,0,2024
489,4166,Centro,Comercial,2024-03,655384.79,653828.25,0.998,655384.79,13107.7,13076.57,31.13,0,2024
490,642,Vila Margarida,Comercial,2024-12,1652723.59,852705.71,0.516,1652723.59,33054.47,17054.11,16000.36,1,2024
491,12733,Glória,Residencial,2024-05,397863.23,288734.97,0.726,397863.23,7957.26,5774.7,2182.57,1,2024
492,1292,Ilha Porchat,Residencial,2022-05,496039.34,517016.29,1.042,517016.29,10340.33,10340.33,0.0,0,2022
493,6970,Japuí,Residencial,2024-10,317767.25,273828.92,0.862,317767.25,6355.35,5476.58,878.77,0,2024
494,7148,Vila Nova,Residencial,2023-07,179807.4,174236.98,0.969,179807.4,3596.15,3484.74,111.41,0,2023
495,8319,Jardim Rio Branco,Comercial,2022-05,641464.43,383681.85,0.598,641464.43,12829.29,7673.64,5155.65,1,2022
496,10996,Ilha Porchat,Residencial,2022-12,874758.24,784242.45,0.897,874758.24,17495.16,15684.85,1810.32,0,2022
497,5293,Catiapoa,Residencial,2022-12,253290.53,258394.93,1.02,258394.93,5167.9,5167.9,0.0,0,2022
498,14588,Ilha Porchat,Residencial,2022-08,519485.84,574765.03,1.106,574765.03,11495.3,11495.3,0.0,0,2022
499,4258,Centro,Residencial,2024-08,1499739.04,1539027.26,1.026,1539027.26,30780.55,30780.55,0.0,0,2024
500,14856,Japuí,Residencial,2023-09,178322.8,161317.39,0.905,178322.8,3566.46,3226.35,340.11,0,2023
501,2776,Vila São Jorge,Comercial,2024-09,538505.74,441622.38,0.82,538505.74,10770.11,8832.45,1937.67,0,2024
502,12069,Alto da Boa Vista,Residencial,2024-05,605935.2,289630.98,0.478,605935.2,12118.7,5792.62,6326.08,1,2024
503,3468,Esplanada dos Barreiros,Residencial,2022-12,304156.96,173809.57,0.571,304156.96,6083.14,3476.19,2606.95,1,2022
504,6311,Vila Nova,Comercial,2022-03,332818.24,336298.8,1.01,336298.8,6725.98,6725.98,0.0,0,2022
505,3393,Parque Bitaru,Residencial,2024-02,409906.88,462498.82,1.128,462498.82,9249.98,9249.98,0.0,0,2024
506,6,Vila Margarida,Residencial,2022-03,299186.66,287121.69,0.96,299186.66,5983.73,5742.43,241.3,0,2022
507,5775,Cidade Nautica,Residencial,2022-06,108418.03,115132.36,1.062,115132.36,2302.65,2302.65,0.0,0,2022
508,5877,Catiapoa,Residencial,2023-08,388173.88,311668.28,0.803,388173.88,7763.48,6233.37,1530.11,0,2023
509,5399,Parque Bitaru,Residencial,2022-06,188421.25,191897.14,1.018,191897.14,3837.94,3837.94,0.0,0,2022
510,980,Vila Margarida,Comercial,2024-07,577694.66,514915.5,0.891,577694.66,11553.89,10298.31,1255.58,0,2024
511,10185,Vila Nova,Residencial,2024-10,553068.89,615539.88,1.113,615539.88,12310.8,12310.8,0.0,0,2024
512,7772,Vila Bocaina,Residencial,2022-12,471766.38,287306.23,0.609,471766.38,9435.33,5746.12,3689.2,1,2022
513,4576,Parque Bitaru,Residencial,2024-09,162773.17,171456.66,1.053,171456.66,3429.13,3429.13,0.0,0,2024
514,7705,Cidade Nautica,Residencial,2022-10,221699.96,137598.72,0.621,221699.96,4434.0,2751.97,1682.02,1,2022
515,7832,Japuí,Residencial,2023-03,125470.49,75315.84,0.6,125470.49,2509.41,1506.32,1003.09,1,2023
516,8850,Esplanada dos Barreiros,Industrial,2023-03,267643.64,215328.29,0.805,267643.64,5352.87,4306.57,1046.31,0,2023
517,7515,Ilha Porchat,Residencial,2022-11,578247.51,385007.73,0.666,578247.51,11564.95,7700.15,3864.8,1,2022
518,13950,Vila Margarida,Residencial,2022-01,188651.32,160344.22,0.85,188651.32,3773.03,3206.88,566.14,0,2022
519,4949,Cidade Nautica,Residencial,2022-07,453300.6,488239.85,1.077,488239.85,9764.8,9764.8,0.0,0,2022
520,711,Japuí,Residencial,2024-04,431590.74,443797.36,1.028,443797.36,8875.95,8875.95,0.0,0,2024
521,14911,Porto Grande,Residencial,2023-04,323509.6,343957.31,1.063,343957.31,6879.15,6879.15,0.0,0,2023
522,1889,Centro,Residencial,2024-02,1069649.75,1176811.25,1.1,1176811.25,23536.23,23536.23,0.0,0,2024
523,10959,Glória,Residencial,2022-04,286730.99,183394.89,0.64,286730.99,5734.62,3667.9,2066.72,1,2022
524,5267,Porto Grande,Residencial,2023-07,453674.42,417612.16,0.921,453674.42,9073.49,8352.24,721.25,0,2023
525,9208,Cidade Nautica,Residencial,2024-01,401258.73,373410.81,0.931,401258.73,8025.17,7468.22,556.96,0,2024
526,928,Vila Margarida,Residencial,2023-02,417396.48,216010.79,0.518,417396.48,8347.93,4320.22,4027.71,1,2023
527,13193,Porto Grande,Residencial,2023-04,228304.68,109016.49,0.478,228304.68,4566.09,2180.33,2385.76,1,2023
528,5725,Glória,Comercial,2024-08,242387.05,266806.45,1.101,266806.45,5336.13,5336.13,0.0,0,2024
529,10612,Porto Grande,Comercial,2022-05,1042323.43,1001377.42,0.961,1042323.43,20846.47,20027.55,818.92,0,2022
530,9904,Alto da Boa Vista,Residencial,2022-05,492814.09,258652.2,0.525,492814.09,9856.28,5173.04,4683.24,1,2022
531,9204,Japuí,Residencial,2024-06,187108.1,196426.99,1.05,196426.99,3928.54,3928.54,0.0,0,2024
532,6590,Alto da Boa Vista,Residencial,2024-04,1092494.45,1107167.18,1.013,1107167.18,22143.34,22143.34,0.0,0,2024
533,3156,Japuí,Residencial,2022-05,220020.36,194840.3,0.886,220020.36,4400.41,3896.81,503.6,0,2022
534,1294,Ilha Porchat,Comercial,2023-09,827022.18,704531.47,0.852,827022.18,16540.44,14090.63,2449.81,0,2023
535,8376,Vila Bocaina,Residencial,2023-09,1007765.86,1073643.21,1.065,1073643.21,21472.86,21472.86,0.0,0,2023
536,2158,Vila Nova,Residencial,2022-01,531229.28,459405.22,0.865,531229.28,10624.59,9188.1,1436.48,0,2022
537,10207,Ilha Porchat,Residencial,2024-08,580986.02,610738.92,1.051,610738.92,12214.78,12214.78,0.0,0,2024
538,1857,Parque Bitaru,Residencial,2022-08,161363.87,131043.9,0.812,161363.87,3227.28,2620.88,606.4,0,2022
539,1211,Vila Margarida,Residencial,2022-05,212089.32,194360.86,0.916,212089.32,4241.79,3887.22,354.57,0,2022
540,14362,Catiapoa,Residencial,2022-11,361380.38,335717.68,0.929,361380.38,7227.61,6714.35,513.25,0,2022
541,568,Alto da Boa Vista,Residencial,2023-05,283749.34,270452.64,0.953,283749.34,5674.99,5409.05,265.93,0,2023
542,12277,Centro,Residencial,2022-12,237350.08,234318.22,0.987,237350.08,4747.0,4686.36,60.64,0,2022
543,14900,Japuí,Residencial,2023-02,104564.23,89214.42,0.853,104564.23,2091.28,1784.29,307.0,0,2023
544,8651,Ilha Porchat,Residencial,2024-07,814257.99,508057.28,0.624,814257.99,16285.16,10161.15,6124.01,1,2024
545,5791,Cidade Nautica,Residencial,2024-01,1736022.31,1806695.07,1.041,1806695.07,36133.9,36133.9,0.0,0,2024
546,626,Glória,Residencial,2023-02,828187.08,886809.08,1.071,886809.08,17736.18,17736.18,0.0,0,2023
547,4065,Jardim Rio Branco,Residencial,2024-02,212688.88,196278.48,0.923,212688.88,4253.78,3925.57,328.21,0,2024
548,14199,Glória,Residencial,2022-08,296570.01,287129.68,0.968,296570.01,5931.4,5742.59,188.81,0,2022
549,8198,Alto da Boa Vista,Residencial,2023-02,620239.16,456944.46,0.737,620239.16,12404.78,9138.89,3265.89,1,2023
550,14651,Alto da Boa Vista,Residencial,2024-05,1154511.87,1292584.59,1.12,1292584.59,25851.69,25851.69,0.0,0,2024
551,3710,Ilha Porchat,Comercial,2024-05,1664608.01,989262.62,0.594,1664608.01,33292.16,19785.25,13506.91,1,2024
552,4498,Catiapoa,Residencial,2022-05,292082.84,242615.6,0.831,292082.84,5841.66,4852.31,989.34,0,2022
553,14436,Jardim Rio Branco,Residencial,2024-01,363770.05,209758.69,0.577,363770.05,7275.4,4195.17,3080.23,1,2024
554,10724,Japuí,Residencial,2022-11,505772.22,397258.84,0.785,505772.22,10115.44,7945.18,2170.27,1,2022
555,648,Centro,Comercial,2024-04,597244.72,638999.52,1.07,638999.52,12779.99,12779.99,0.0,0,2024
556,7748,Vila Bocaina,Comercial,2023-04,896831.84,967295.71,1.079,967295.71,19345.91,19345.91,0.0,0,2023
557,11653,Japuí,Comercial,2022-06,1999686.47,2230578.16,1.115,2230578.16,44611.56,44611.56,0.0,0,2022
558,9008,Porto Grande,Comercial,2022-02,355056.01,284404.2,0.801,355056.01,7101.12,5688.08,1413.04,0,2022
559,3494,Porto Grande,Residencial,2023-01,1469779.08,1319293.04,0.898,1469779.08,29395.58,26385.86,3009.72,0,2023
560,4703,Vila Nova,Residencial,2024-09,530440.8,531867.99,1.003,531867.99,10637.36,10637.36,0.0,0,2024
561,1875,Esplanada dos Barreiros,Comercial,2023-12,436434.63,376831.82,0.863,436434.63,8728.69,7536.64,1192.06,0,2023
562,3883,Centro,Residencial,2023-08,835298.63,441386.98,0.528,835298.63,16705.97,8827.74,7878.23,1,2023
563,14764,Ilha Porchat,Residencial,2023-02,880232.98,995188.62,1.131,995188.62,19903.77,19903.77,0.0,0,2023
564,8028,Cidade Nautica,Comercial,2022-06,291999.15,229789.28,0.787,291999.15,5839.98,4595.79,1244.2,1,2022
565,3049,Vila Bocaina,Residencial,2024-06,186307.6,203445.66,1.092,203445.66,4068.91,4068.91,0.0,0,2024
566,12840,Vila Margarida,Residencial,2022-11,226217.18,257364.04,1.138,257364.04,5147.28,5147.28,0.0,0,2022
567,13602,Vila Bocaina,Residencial,2022-06,447933.92,305540.73,0.682,447933.92,8958.68,6110.81,2847.86,1,2022
568,10466,Vila Nova,Residencial,2023-05,222974.13,181772.91,0.815,222974.13,4459.48,3635.46,824.02,0,2023
569,5736,Alto da Boa Vista,Residencial,2023-08,980559.01,929006.88,0.947,980559.01,19611.18,18580.14,1031.04,0,2023
570,12574,Parque Bitaru,Residencial,2022-12,189247.25,202618.99,1.071,202618.99,4052.38,4052.38,0.0,0,2022
571,14777,Esplanada dos Barreiros,Residencial,2023-03,261355.44,201365.61,0.77,261355.44,5227.11,4027.31,1199.8,1,2023
572,2386,Vila Margarida,Residencial,2024-11,287093.8,310332.15,1.081,310332.15,6206.64,6206.64,0.0,0,2024
573,14719,Glória,Residencial,2023-04,699149.17,768164.72,1.099,768164.72,15363.29,15363.29,0.0,0,2023
574,12506,Ilha Porchat,Residencial,2023-05,758233.16,766295.25,1.011,766295.25,15325.91,15325.91,0.0,0,2023
575,14163,Centro,Residencial,2024-03,417486.5,265886.5,0.637,417486.5,8349.73,5317.73,3032.0,1,2024
576,12397,Centro,Residencial,2023-05,384094.0,332190.56,0.865,384094.0,7681.88,6643.81,1038.07,0,2023
577,11618,Ilha Porchat,Residencial,2022-08,502955.88,441733.48,0.878,502955.88,10059.12,8834.67,1224.45,0,2022
578,7320,Alto da Boa Vista,Comercial,2023-05,782699.64,528363.56,0.675,782699.64,15653.99,10567.27,5086.72,1,2023
579,2760,Parque Bitaru,Residencial,2023-04,366321.36,368271.09,1.005,368271.09,7365.42,7365.42,0.0,0,2023
580,7179,Vila São Jorge,Residencial,2022-11,404856.61,441480.86,1.09,441480.86,8829.62,8829.62,0.0,0,2022
581,14269,Esplanada dos Barreiros,Comercial,2024-07,175598.58,181002.12,1.031,181002.12,3620.04,3620.04,0.0,0,2024
582,10907,Jardim Rio Branco,Comercial,2023-02,168254.38,174231.65,1.036,174231.65,3484.63,3484.63,0.0,0,2023
583,8217,Parque Bitaru,Comercial,2023-06,863500.07,718349.1,0.832,863500.07,17270.0,14366.98,2903.02,0,2023
584,11044,Jardim Rio Branco,Comercial,2023-05,377445.81,396268.82,1.05,396268.82,7925.38,7925.38,0.0,0,2023
585,4935,Jardim Rio Branco,Residencial,2023-06,545176.56,626348.31,1.149,626348.31,12526.97,12526.97,0.0,0,2023
586,11397,Centro,Residencial,2022-08,202735.46,184494.14,0.91,202735.46,4054.71,3689.88,364.83,0,2022
587,6516,Japuí,Residencial,2024-03,476406.87,452214.09,0.949,476406.87,9528.14,9044.28,483.86,0,2024
588,7370,Japuí,Residencial,2022-03,418936.81,411540.64,0.982,418936.81,8378.74,8230.81,147.92,0,2022
589,3167,Jardim Rio Branco,Comercial,2022-07,300092.16,288248.18,0.961,300092.16,6001.84,5764.96,236.88,0,2022
590,12722,Jardim Rio Branco,Residencial,2024-06,570575.81,480041.84,0.841,570575.81,11411.52,9600.84,1810.68,0,2024
591,8182,Vila Margarida,Residencial,2024-01,176502.83,176694.46,1.001,176694.46,3533.89,3533.89,0.0,0,2024
592,7636,Centro,Residencial,2022-07,555992.91,543622.75,0.978,555992.91,11119.86,10872.45,247.4,0,2022
593,13256,Ilha Porchat,Comercial,2022-10,1326990.15,1332574.43,1.004,1332574.43,26651.49,26651.49,0.0,0,2022
594,2772,Japuí,Residencial,2023-01,197884.67,195235.24,0.987,197884.67,3957.69,3904.7,52.99,0,2023
595,10903,Esplanada dos Barreiros,Comercial,2024-09,291935.77,246091.67,0.843,291935.77,5838.72,4921.83,916.88,0,2024
596,12239,Vila São Jorge,Residencial,2023-08,359853.45,335485.83,0.932,359853.45,7197.07,6709.72,487.35,0,2023
597,10211,Porto Grande,Residencial,2024-10,666093.17,722220.02,1.084,722220.02,14444.4,14444.4,0.0,0,2024
598,10586,Glória,Residencial,2024-10,312416.49,356396.68,1.141,356396.68,7127.93,7127.93,0.0,0,2024
599,5111,Parque Bitaru,Comercial,2022-10,1600289.94,1835647.26,1.147,1835647.26,36712.95,36712.95,0.0,0,2022
600,12536,Centro,Residencial,2023-05,457324.43,487182.11,1.065,487182.11,9743.64,9743.64,0.0,0,2023
601,3157,Japuí,Comercial,2022-03,329851.27,194734.63,0.59,329851.27,6597.03,3894.69,2702.33,1,2022
602,9446,Glória,Comercial,2022-06,219845.22,178321.22,0.811,219845.22,4396.9,3566.42,830.48,0,2022
603,6513,Catiapoa,Residencial,2022-06,242828.63,236712.3,0.975,242828.63,4856.57,4734.25,122.33,0,2022
604,14208,Glória,Residencial,2024-06,324917.68,290595.76,0.894,324917.68,6498.35,5811.92,686.44,0,2024
605,10080,Vila São Jorge,Residencial,2024-10,147796.92,134360.91,0.909,147796.92,2955.94,2687.22,268.72,0,2024
606,6980,Vila Bocaina,Residencial,2024-12,481338.14,300466.92,0.624,481338.14,9626.76,6009.34,3617.42,1,2024
607,13050,Centro,Residencial,2023-05,1398043.4,1228884.42,0.879,1398043.4,27960.87,24577.69,3383.18,0,2023
608,953,Vila Bocaina,Comercial,2024-08,858689.53,837730.49,0.976,858689.53,17173.79,16754.61,419.18,0,2024
609,1883,Centro,Residencial,2024-01,424798.65,474318.63,1.117,474318.63,9486.37,9486.37,0.0,0,2024
610,11244,Alto da Boa Vista,Comercial,2022-09,1610243.63,1454698.58,0.903,1610243.63,32204.87,29093.97,3110.9,0,2022
611,7555,Jardim Rio Branco,Residencial,2022-03,1436482.0,1371293.45,0.955,1436482.0,28729.64,27425.87,1303.77,0,2022
612,13276,Catiapoa,Residencial,2023-05,132340.16,72056.42,0.544,132340.16,2646.8,1441.13,1205.67,1,2023
613,2703,Catiapoa,Residencial,2023-03,339987.05,349498.42,1.028,349498.42,6989.97,6989.97,0.0,0,2023
614,10835,Cidade Nautica,Residencial,2023-02,221344.62,240973.6,1.089,240973.6,4819.47,4819.47,0.0,0,2023
615,4419,Ilha Porchat,Comercial,2024-06,1001851.57,1138551.17,1.136,1138551.17,22771.02,22771.02,0.0,0,2024
616,5592,Esplanada dos Barreiros,Residencial,2024-02,321182.05,328156.69,1.022,328156.69,6563.13,6563.13,0.0,0,2024
617,3043,Jardim Rio Branco,Comercial,2022-04,720397.89,661807.37,0.919,720397.89,14407.96,13236.15,1171.81,0,2022
618,12997,Jardim Rio Branco,Residencial,2023-07,379313.01,336817.69,0.888,379313.01,7586.26,6736.35,849.91,0,2023
619,6356,Parque Bitaru,Comercial,2022-09,577440.5,472554.27,0.818,577440.5,11548.81,9451.09,2097.72,0,2022
620,5966,Japuí,Comercial,2022-09,444362.61,252687.49,0.569,444362.61,8887.25,5053.75,3833.5,1,2022
621,8867,Porto Grande,Residencial,2023-04,441481.59,477137.58,1.081,477137.58,9542.75,9542.75,0.0,0,2023
622,6135,Parque Bitaru,Residencial,2023-10,137025.43,147866.97,1.079,147866.97,2957.34,2957.34,0.0,0,2023
623,14980,Jardim Rio Branco,Residencial,2023-05,1018595.12,1116913.77,1.097,1116913.77,22338.28,22338.28,0.0,0,2023
624,4323,Vila Margarida,Residencial,2022-02,343514.55,201527.27,0.587,343514.55,6870.29,4030.55,2839.75,1,2022
625,1195,Vila Bocaina,Residencial,2024-10,568274.37,581362.35,1.023,581362.35,11627.25,11627.25,0.0,0,2024
626,8557,Esplanada dos Barreiros,Comercial,2022-05,944495.99,807393.41,0.855,944495.99,18889.92,16147.87,2742.05,0,2022
627,4852,Vila Nova,Comercial,2024-03,369944.48,375830.72,1.016,375830.72,7516.61,7516.61,0.0,0,2024
628,11828,Esplanada dos Barreiros,Residencial,2022-05,383082.91,392933.03,1.026,392933.03,7858.66,7858.66,0.0,0,2022
629,4540,Vila São Jorge,Residencial,2023-06,349793.64,354307.48,1.013,354307.48,7086.15,7086.15,0.0,0,2023
630,6349,Vila São Jorge,Residencial,2023-11,182998.29,103206.25,0.564,182998.29,3659.97,2064.12,1595.84,1,2023
631,3742,Vila Bocaina,Residencial,2024-08,471400.56,483101.99,1.025,483101.99,9662.04,9662.04,0.0,0,2024
632,13523,Vila Nova,Residencial,2023-02,189157.23,151391.33,0.8,189157.23,3783.14,3027.83,755.32,0,2023
633,11945,Jardim Rio Branco,Residencial,2024-07,760853.14,723478.0,0.951,760853.14,15217.06,14469.56,747.5,0,2024
634,9920,Vila Margarida,Residencial,2022-06,284091.95,273487.94,0.963,284091.95,5681.84,5469.76,212.08,0,2022
635,2323,Catiapoa,Residencial,2022-07,316708.05,261344.31,0.825,316708.05,6334.16,5226.89,1107.27,0,2022
636,12192,Jardim Rio Branco,Residencial,2024-12,201437.57,165593.98,0.822,201437.57,4028.75,3311.88,716.87,0,2024
637,12330,Vila Nova,Residencial,2022-12,531075.39,580652.64,1.093,580652.64,11613.05,11613.05,0.0,0,2022
638,13755,Porto Grande,Comercial,2023-06,246505.12,167407.01,0.679,246505.12,4930.1,3348.14,1581.96,1,2023
639,9943,Alto da Boa Vista,Residencial,2023-11,166647.77,170368.18,1.022,170368.18,3407.36,3407.36,0.0,0,2023
640,7460,Centro,Comercial,2024-04,1852382.81,1727135.12,0.932,1852382.81,37047.66,34542.7,2504.95,0,2024
641,10897,Vila Bocaina,Residencial,2022-05,437688.21,213039.16,0.487,437688.21,8753.76,4260.78,4492.98,1,2022
642,12517,Alto da Boa Vista,Residencial,2023-11,371189.01,216295.12,0.583,371189.01,7423.78,4325.9,3097.88,1,2023
643,463,Esplanada dos Barreiros,Residencial,2024-11,475707.63,515869.16,1.084,515869.16,10317.38,10317.38,0.0,0,2024
644,9202,Glória,Residencial,2024-10,255791.89,212463.6,0.831,255791.89,5115.84,4249.27,866.57,0,2024
645,9765,Vila Nova,Comercial,2024-03,552241.12,611794.89,1.108,611794.89,12235.9,12235.9,0.0,0,2024
646,4389,Porto Grande,Residencial,2024-04,260097.95,270872.36,1.041,270872.36,5417.45,5417.45,0.0,0,2024
647,3624,Esplanada dos Barreiros,Comercial,2022-12,641062.25,573144.33,0.894,641062.25,12821.25,11462.89,1358.36,0,2022
648,923,Vila Margarida,Industrial,2023-07,229527.07,245686.34,1.07,245686.34,4913.73,4913.73,0.0,0,2023
649,8494,Centro,Residencial,2024-03,487673.11,509118.68,1.044,509118.68,10182.37,10182.37,0.0,0,2024
650,6371,Catiapoa,Industrial,2023-10,248769.93,280683.65,1.128,280683.65,5613.67,5613.67,0.0,0,2023
651,10775,Vila Nova,Residencial,2023-03,137703.75,126649.05,0.92,137703.75,2754.08,2532.98,221.09,0,2023
652,12604,Jardim Rio Branco,Industrial,2024-10,250114.08,226938.36,0.907,250114.08,5002.28,4538.77,463.51,0,2024
653,458,Parque Bitaru,Residencial,2024-06,390603.28,341161.26,0.873,390603.28,7812.07,6823.23,988.84,0,2024
654,8357,Cidade Nautica,Residencial,2022-04,337279.35,368949.94,1.094,368949.94,7379.0,7379.0,0.0,0,2022
655,8406,Glória,Residencial,2022-02,630296.76,679328.05,1.078,679328.05,13586.56,13586.56,0.0,0,2022
656,814,Parque Bitaru,Residencial,2023-09,225562.85,186785.83,0.828,225562.85,4511.26,3735.72,775.54,0,2023
657,12832,Glória,Residencial,2022-03,725616.18,834028.99,1.149,834028.99,16680.58,16680.58,0.0,0,2022
658,7927,Japuí,Residencial,2022-04,516870.53,461482.33,0.893,516870.53,10337.41,9229.65,1107.76,0,2022
659,12231,Vila Nova,Residencial,2024-04,216900.65,158232.47,0.73,216900.65,4338.01,3164.65,1173.36,1,2024
660,9829,Japuí,Comercial,2024-03,424758.15,435334.7,1.025,435334.7,8706.69,8706.69,0.0,0,2024
661,12962,Vila Nova,Residencial,2022-06,191597.49,143764.8,0.75,191597.49,3831.95,2875.3,956.65,1,2022
662,6631,Porto Grande,Comercial,2024-12,517504.56,333477.5,0.644,517504.56,10350.09,6669.55,3680.54,1,2024
663,2792,Vila São Jorge,Residencial,2022-06,574436.04,414174.64,0.721,574436.04,11488.72,8283.49,3205.23,1,2022
664,3303,Japuí,Residencial,2023-06,1358806.04,1361509.76,1.002,1361509.76,27230.2,27230.2,0.0,0,2023
665,3094,Glória,Residencial,2022-07,306596.73,326191.75,1.064,326191.75,6523.84,6523.84,0.0,0,2022
666,1255,Vila São Jorge,Residencial,2024-06,463886.33,483755.95,1.043,483755.95,9675.12,9675.12,0.0,0,2024
667,4508,Vila Bocaina,Residencial,2024-05,1228149.72,572767.62,0.466,1228149.72,24562.99,11455.35,13107.64,1,2024
668,1757,Porto Grande,Residencial,2023-01,672027.01,630311.61,0.938,672027.01,13440.54,12606.23,834.31,0,2023
669,5616,Vila Nova,Comercial,2024-08,555711.14,468413.41,0.843,555711.14,11114.22,9368.27,1745.95,0,2024
670,5650,Japuí,Residencial,2022-02,617376.94,654260.36,1.06,654260.36,13085.21,13085.21,0.0,0,2022
671,2388,Catiapoa,Residencial,2023-01,103817.72,103800.47,1.0,103817.72,2076.35,2076.01,0.35,0,2023
672,10965,Alto da Boa Vista,Comercial,2022-04,1282272.79,1372653.13,1.07,1372653.13,27453.06,27453.06,0.0,0,2022
