id_contribuinte,cnae,desc_cnae,porte,regime_tributario,bairro,gap_medio_pct,taxa_omissao,meses_sem_fiscalizacao,gap_vs_bench_pct,score_risco,faixa_risco,irregularidade_confirmada,receita_media_12m
986,7490-1,Consultoria empresarial,MEI,MEI,Japuí,33.3,0.0,36,96.97,0.1,Baixo,0,2812.48
987,6920-6,Atividades contábeis,MEI,MEI,Esplanada dos Barreiros,4.28,0.0,36,95.26,0.1,Baixo,0,4446.3
988,8511-2,Educação infantil,MEI,MEI,Jardim Rio Branco,70.91,0.1667,10,98.69,99.7,Alto,1,1185.43
989,8650-0,Atividades de saúde humana,MEI,MEI,Vila São Jorge,7.69,0.0,36,96.48,0.0,Baixo,0,5482.36
990,8511-2,Educação infantil,MD,Lucro Real,Japuí,28.16,0.0,36,0.0,0.0,Baixo,0,159178.89
991,5620-1,Serviços de alimentação,MEI,MEI,Alto da Boa Vista,40.39,0.0833,34,96.06,38.3,Baixo,0,3568.06
992,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Catiapoa,12.18,0.0833,36,75.79,0.0,Baixo,0,37700.5
993,8512-1,Ensino fundamental,MEI,MEI,Japuí,5.72,0.0,36,96.08,0.1,Baixo,0,4231.53
994,8599-6,Treinamento e capacitação,EPP,Simples Nacional,Esplanada dos Barreiros,4.65,0.0,4,17.85,7.0,Baixo,0,51575.23
995,6911-7,Atividades jurídicas,ME,Simples Nacional,Porto Grande,36.28,0.0833,36,84.54,0.1,Baixo,0,20318.38
996,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Ilha Porchat,5.92,0.0,36,62.28,0.0,Baixo,0,202794.12
997,8512-1,Ensino fundamental,ME,Lucro Presumido,Alto da Boa Vista,7.2,0.0,36,77.6,0.0,Baixo,0,24197.74
998,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Ilha Porchat,42.45,0.1667,36,49.76,0.1,Baixo,0,66031.8
999,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Cidade Nautica,5.49,0.0,36,0.0,0.1,Baixo,0,2820162.7
1000,6201-5,Desenvolvimento de software,MEI,MEI,Vila Nova,5.53,0.0,36,96.9,0.0,Baixo,0,4129.88
1001,8630-5,Atividades de atenção à saúde,MEI,MEI,Cidade Nautica,4.15,0.0,36,97.19,0.0,Baixo,0,5853.22
1002,6920-6,Atividades contábeis,MD,Lucro Presumido,Vila São Jorge,5.86,0.0,36,0.0,0.0,Baixo,0,289590.34
1003,9311-5,Academias e fitness,MEI,MEI,Porto Grande,33.58,0.0,36,98.25,0.3,Baixo,0,3102.97
1004,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila São Jorge,29.83,0.0,36,78.81,0.1,Baixo,0,19874.94
1006,4330-4,Acabamentos em construção,MEI,MEI,Ilha Porchat,5.31,0.0,36,96.8,0.0,Baixo,0,5191.86
1007,6202-3,Desenvolvimento de sistemas,MD,Lucro Presumido,Alto da Boa Vista,5.96,0.0,36,0.0,0.1,Baixo,0,324793.62
1008,5611-2,Restaurantes e similares,ME,Simples Nacional,Porto Grande,7.96,0.0,36,65.53,0.0,Baixo,0,35226.65
1009,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila Margarida,70.06,0.1667,36,99.09,0.1,Baixo,0,1894.97
1010,4120-4,Construção de edifícios,MEI,MEI,Glória,50.32,0.25,36,98.95,0.3,Baixo,0,4125.02
1011,8650-0,Atividades de saúde humana,GR,Lucro Real,Catiapoa,0.4,0.0,36,0.0,0.0,Baixo,0,1782803.73
1012,8650-0,Atividades de saúde humana,MD,Lucro Presumido,Vila Margarida,3.06,0.0,36,0.0,0.1,Baixo,0,528460.03
1013,5620-1,Serviços de alimentação,ME,Simples Nacional,Centro,6.38,0.0,36,66.65,0.0,Baixo,0,30220.17
1014,8630-5,Atividades de atenção à saúde,EPP,Lucro Presumido,Porto Grande,62.83,0.0,36,68.13,0.1,Baixo,0,66467.1
1015,6201-5,Desenvolvimento de software,MEI,MEI,Vila Margarida,38.65,0.0833,36,97.82,0.1,Baixo,0,2904.8
1016,9311-5,Academias e fitness,MEI,MEI,Vila Nova,6.78,0.0,36,97.56,0.1,Baixo,0,4328.08
1017,6202-3,Desenvolvimento de sistemas,ME,Lucro Presumido,Esplanada dos Barreiros,68.6,0.0833,36,91.83,0.7,Baixo,0,7508.13
1018,6920-6,Atividades contábeis,ME,Simples Nacional,Vila São Jorge,5.45,0.0,36,71.45,0.0,Baixo,0,26774.46
1019,9602-5,Cabeleireiros e similares,MEI,MEI,Alto da Boa Vista,7.55,0.0,36,91.49,0.0,Baixo,0,2969.38
1020,5310-5,Atividades dos correios,MEI,MEI,Ilha Porchat,2.59,0.0,36,93.93,0.0,Baixo,0,2830.56
1021,8630-5,Atividades de atenção à saúde,MD,Lucro Presumido,Jardim Rio Branco,3.87,0.0,36,0.0,0.2,Baixo,0,653909.34
1022,9602-5,Cabeleireiros e similares,ME,Simples Nacional,Catiapoa,7.14,0.0,36,59.52,0.1,Baixo,0,14126.22
1023,4120-4,Construção de edifícios,MD,Lucro Presumido,Ilha Porchat,37.3,0.0833,36,0.0,0.2,Baixo,0,522694.6
1024,9602-5,Cabeleireiros e similares,MEI,MEI,Vila Nova,41.05,0.0833,36,94.58,0.1,Baixo,0,1889.74
1025,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Vila Nova,4.91,0.0,36,89.6,0.0,Baixo,0,55900.61
1026,4921-3,Transporte rodoviário coletivo,ME,Lucro Presumido,Vila Nova,12.72,0.0833,36,91.43,0.0,Baixo,0,46084.27
1027,8599-6,Treinamento e capacitação,MEI,MEI,Vila Bocaina,70.42,0.25,36,98.52,0.1,Baixo,0,929.04
1028,5611-2,Restaurantes e similares,EPP,Simples Nacional,Porto Grande,32.5,0.0,21,14.54,29.2,Baixo,0,87345.8
1029,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Japuí,4.04,0.0,36,77.09,0.1,Baixo,0,56756.0
1030,4330-4,Acabamentos em construção,EPP,Simples Nacional,Vila Bocaina,14.04,0.0833,36,29.81,0.0,Baixo,0,113786.48
1031,5611-2,Restaurantes e similares,MEI,MEI,Jardim Rio Branco,7.81,0.0,36,93.61,0.1,Baixo,0,6531.04
1032,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Vila Bocaina,6.14,0.0,36,17.04,0.1,Baixo,0,76237.33
1033,5620-1,Serviços de alimentação,MEI,MEI,Alto da Boa Vista,37.2,0.0833,36,95.46,0.3,Baixo,0,4116.43
1034,6202-3,Desenvolvimento de sistemas,MEI,MEI,Catiapoa,5.26,0.0,32,96.19,3.0,Baixo,0,3504.58
1035,6201-5,Desenvolvimento de software,MEI,MEI,Porto Grande,3.68,0.0,36,96.5,0.0,Baixo,0,4673.61
1036,5310-5,Atividades dos correios,EPP,Simples Nacional,Japuí,13.88,0.0833,36,0.0,0.1,Baixo,0,54567.56
1037,8630-5,Atividades de atenção à saúde,MEI,MEI,Centro,76.64,0.1667,19,99.37,97.6,Alto,1,1324.19
1038,4771-7,Comércio farmacêutico,MD,Lucro Real,Vila Nova,76.61,0.3333,36,8.63,0.3,Baixo,0,226354.03
1039,5611-2,Restaurantes e similares,MEI,MEI,Vila São Jorge,3.39,0.0,36,93.47,0.2,Baixo,0,6678.66
1040,9311-5,Academias e fitness,GR,Lucro Real,Parque Bitaru,29.15,0.0,36,0.0,0.1,Baixo,0,747173.94
1041,4330-4,Acabamentos em construção,MEI,MEI,Porto Grande,13.08,0.0833,36,96.93,0.0,Baixo,0,4972.38
1042,4120-4,Construção de edifícios,ME,Simples Nacional,Glória,64.37,0.1667,15,94.85,99.7,Alto,1,20267.21
1043,8650-0,Atividades de saúde humana,ME,Simples Nacional,Catiapoa,5.16,0.0,36,74.61,0.0,Baixo,0,39538.25
1044,8630-5,Atividades de atenção à saúde,MEI,MEI,Cidade Nautica,31.74,0.0,36,97.98,0.1,Baixo,0,4217.88
1045,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Catiapoa,4.9,0.0,36,0.0,0.0,Baixo,0,247918.69
1046,6920-6,Atividades contábeis,EPP,Simples Nacional,Centro,67.36,0.0833,36,66.92,0.2,Baixo,0,31031.15
1047,8599-6,Treinamento e capacitação,MEI,MEI,Alto da Boa Vista,11.67,0.0833,36,95.37,0.0,Baixo,0,2906.93
1048,5611-2,Restaurantes e similares,MEI,MEI,Esplanada dos Barreiros,41.31,0.1667,36,95.65,0.1,Baixo,0,4443.45
1050,8650-0,Atividades de saúde humana,EPP,Lucro Presumido,Alto da Boa Vista,0.61,0.0,36,10.48,0.1,Baixo,0,139422.93
1051,7711-0,Locação de automóveis,MD,Lucro Presumido,Esplanada dos Barreiros,8.7,0.0,36,0.0,0.2,Baixo,0,718376.98
1052,4921-3,Transporte rodoviário coletivo,MEI,MEI,Vila São Jorge,49.06,0.25,36,99.3,0.1,Baixo,0,3748.65
1053,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Vila Bocaina,5.06,0.0,36,7.09,0.0,Baixo,0,144691.25
1054,8512-1,Ensino fundamental,MD,Lucro Real,Jardim Rio Branco,66.66,0.1667,9,1.97,99.0,Alto,1,105908.46
1055,9311-5,Academias e fitness,MEI,MEI,Ilha Porchat,75.48,0.3333,32,99.35,15.6,Baixo,0,1148.34
1056,8630-5,Atividades de atenção à saúde,MEI,MEI,Japuí,10.35,0.0833,36,97.36,0.1,Baixo,0,5512.69
1057,4921-3,Transporte rodoviário coletivo,MEI,MEI,Alto da Boa Vista,75.74,0.1667,36,99.68,0.3,Baixo,0,1713.75
1058,8630-5,Atividades de atenção à saúde,EPP,Simples Nacional,Esplanada dos Barreiros,6.8,0.0,36,18.14,0.0,Baixo,0,170749.28
1059,4771-7,Comércio farmacêutico,ME,Simples Nacional,Esplanada dos Barreiros,31.39,0.0,36,83.53,0.1,Baixo,0,40803.74
1060,8630-5,Atividades de atenção à saúde,MEI,MEI,Catiapoa,64.75,0.1667,36,98.93,0.2,Baixo,0,2223.77
1061,8512-1,Ensino fundamental,EPP,Lucro Presumido,Esplanada dos Barreiros,13.97,0.0833,36,31.65,0.1,Baixo,0,73841.27
1062,8512-1,Ensino fundamental,GR,Lucro Real,Glória,13.12,0.0833,36,0.0,0.0,Baixo,0,770425.92
1063,6911-7,Atividades jurídicas,GR,Lucro Real,Catiapoa,34.57,0.0833,36,0.0,0.0,Baixo,0,803236.26
1064,8511-2,Educação infantil,ME,Lucro Presumido,Parque Bitaru,2.53,0.0,12,77.9,3.4,Baixo,0,19941.98
1065,6202-3,Desenvolvimento de sistemas,MD,Lucro Real,Parque Bitaru,11.87,0.0833,36,0.0,0.1,Baixo,0,289905.13
1066,4120-4,Construção de edifícios,MEI,MEI,Porto Grande,6.08,0.0,36,97.97,0.0,Baixo,0,7970.28
1067,8511-2,Educação infantil,ME,Lucro Presumido,Vila São Jorge,4.11,0.0,36,78.11,0.0,Baixo,0,19748.14
1068,9602-5,Cabeleireiros e similares,EPP,Simples Nacional,Vila Nova,63.23,0.0,36,50.16,0.0,Baixo,0,17392.05
1069,7711-0,Locação de automóveis,MEI,MEI,Vila Bocaina,42.27,0.0833,36,98.62,0.3,Baixo,0,4149.11
1070,9311-5,Academias e fitness,MEI,MEI,Porto Grande,70.5,0.1667,36,99.24,0.1,Baixo,0,1358.92
1071,8511-2,Educação infantil,EPP,Lucro Presumido,Alto da Boa Vista,1.88,0.0,36,26.72,0.1,Baixo,0,66116.54
1072,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Catiapoa,5.72,0.0,36,60.9,0.0,Baixo,0,210241.9
1073,8630-5,Atividades de atenção à saúde,ME,Simples Nacional,Ilha Porchat,38.43,0.0833,36,86.33,0.1,Baixo,0,28504.06
1074,9602-5,Cabeleireiros e similares,ME,Lucro Presumido,Cidade Nautica,3.91,0.0,36,58.56,0.0,Baixo,0,14462.8
1075,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Vila São Jorge,28.96,0.0,36,85.36,0.1,Baixo,0,19525.34
1076,5620-1,Serviços de alimentação,MEI,MEI,Japuí,4.24,0.0,30,93.11,10.3,Baixo,1,6244.45
1077,7490-1,Consultoria empresarial,EPP,Simples Nacional,Centro,29.81,0.0,36,32.86,0.1,Baixo,0,62249.98
1078,6911-7,Atividades jurídicas,MEI,MEI,Centro,7.8,0.0,36,96.63,0.1,Baixo,0,4434.27
1079,4771-7,Comércio farmacêutico,MEI,MEI,Ilha Porchat,5.88,0.0,6,96.85,28.4,Baixo,0,7813.34
1080,8650-0,Atividades de saúde humana,ME,Simples Nacional,Vila Bocaina,42.89,0.0833,36,85.7,0.1,Baixo,0,22269.5
1081,4120-4,Construção de edifícios,EPP,Simples Nacional,Parque Bitaru,39.58,0.0833,8,65.51,95.4,Alto,1,135666.92
1082,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Jardim Rio Branco,25.79,0.0,36,79.62,0.1,Baixo,0,31745.77
1083,6920-6,Atividades contábeis,ME,Simples Nacional,Vila Bocaina,74.6,0.3333,36,92.2,0.3,Baixo,0,7312.76
1084,6911-7,Atividades jurídicas,ME,Lucro Presumido,Vila Nova,14.68,0.0833,26,79.18,9.9,Baixo,0,27369.8
1085,4330-4,Acabamentos em construção,EPP,Lucro Presumido,Cidade Nautica,3.56,0.0,34,23.75,19.2,Baixo,1,123609.38
1086,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Catiapoa,4.7,0.0,36,1.55,0.0,Baixo,0,243901.34
1087,6202-3,Desenvolvimento de sistemas,MEI,MEI,Jardim Rio Branco,74.9,0.25,36,98.94,0.2,Baixo,0,970.32
1088,9602-5,Cabeleireiros e similares,MEI,MEI,Porto Grande,35.62,0.0833,36,93.52,0.1,Baixo,0,2261.07
1089,8630-5,Atividades de atenção à saúde,MEI,MEI,Esplanada dos Barreiros,40.21,0.0833,36,98.25,0.3,Baixo,0,3644.04
1090,5310-5,Atividades dos correios,EPP,Lucro Presumido,Centro,2.67,0.0,3,0.0,15.9,Baixo,0,57190.54
1091,7711-0,Locação de automóveis,MEI,MEI,Japuí,14.67,0.0833,36,97.99,0.0,Baixo,0,6068.18
1092,8650-0,Atividades de saúde humana,MEI,MEI,Vila Bocaina,6.98,0.0,2,96.69,33.2,Baixo,0,5149.59
1093,8599-6,Treinamento e capacitação,EPP,Simples Nacional,Catiapoa,65.92,0.0833,36,71.66,0.2,Baixo,0,17791.94
1094,4921-3,Transporte rodoviário coletivo,MD,Lucro Real,Glória,45.97,0.1667,36,23.77,0.2,Baixo,0,409847.54
1095,5620-1,Serviços de alimentação,EPP,Simples Nacional,Vila São Jorge,43.87,0.1667,36,28.23,0.1,Baixo,0,65032.52
1096,7711-0,Locação de automóveis,MEI,MEI,Japuí,64.48,0.0,36,99.14,0.1,Baixo,0,2586.46
1097,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Parque Bitaru,7.89,0.0,36,15.49,0.1,Baixo,0,77661.29
1098,8599-6,Treinamento e capacitação,MEI,MEI,Alto da Boa Vista,6.49,0.0,36,95.08,0.2,Baixo,0,3089.73
1099,9602-5,Cabeleireiros e similares,ME,Lucro Presumido,Centro,67.36,0.1667,36,85.21,0.3,Baixo,0,5162.03
1100,8512-1,Ensino fundamental,ME,Lucro Presumido,Jardim Rio Branco,5.08,0.0,36,75.96,0.0,Baixo,0,25971.14
1101,6920-6,Atividades contábeis,GR,Lucro Real,Vila Margarida,13.51,0.0833,13,0.0,13.4,Baixo,0,796273.23
1102,5310-5,Atividades dos correios,ME,Simples Nacional,Glória,7.81,0.0,36,62.2,0.0,Baixo,0,17633.51
1103,8630-5,Atividades de atenção à saúde,EPP,Simples Nacional,Japuí,74.76,0.3333,36,79.05,0.1,Baixo,0,43691.77
1104,9311-5,Academias e fitness,MEI,MEI,Vila Margarida,71.84,0.25,23,99.25,99.3,Alto,1,1330.09
1105,6201-5,Desenvolvimento de software,MEI,MEI,Alto da Boa Vista,65.64,0.1667,36,98.82,0.7,Baixo,0,1578.96
1106,7711-0,Locação de automóveis,EPP,Lucro Presumido,Porto Grande,43.79,0.1667,36,62.23,96.4,Alto,1,113849.31
1107,4120-4,Construção de edifícios,MEI,MEI,Jardim Rio Branco,79.82,0.4167,36,99.59,0.1,Baixo,0,1626.42
1108,5611-2,Restaurantes e similares,EPP,Simples Nacional,Cidade Nautica,6.63,0.0,7,0.0,60.9,Médio,0,124069.71
1109,8599-6,Treinamento e capacitação,EPP,Lucro Presumido,Vila São Jorge,4.69,0.0,36,22.63,0.0,Baixo,0,48572.41
1110,8630-5,Atividades de atenção à saúde,MD,Lucro Real,Centro,3.94,0.0,36,0.0,0.0,Baixo,0,628452.9
1111,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Cidade Nautica,13.29,0.0833,36,15.6,0.0,Baixo,0,131438.38
1112,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila Bocaina,12.61,0.0833,36,97.4,0.0,Baixo,0,5420.92
1113,5611-2,Restaurantes e similares,MEI,MEI,Cidade Nautica,12.98,0.0833,36,94.13,0.0,Baixo,0,6001.23
1114,8650-0,Atividades de saúde humana,MEI,MEI,Glória,2.27,0.0,36,96.4,0.1,Baixo,0,5600.39
1115,5310-5,Atividades dos correios,MEI,MEI,Alto da Boa Vista,4.09,0.0,36,93.78,0.0,Baixo,0,2901.36
1116,4921-3,Transporte rodoviário coletivo,EPP,Lucro Presumido,Vila Margarida,2.89,0.0,36,60.48,0.2,Baixo,0,212502.8
1117,4330-4,Acabamentos em construção,MD,Lucro Real,Esplanada dos Barreiros,67.88,0.0,18,1.03,92.9,Alto,1,160450.04
1118,7490-1,Consultoria empresarial,EPP,Simples Nacional,Vila Nova,14.06,0.0833,36,14.79,0.0,Baixo,0,79001.35
1119,8630-5,Atividades de atenção à saúde,MD,Lucro Real,Porto Grande,8.15,0.0,35,0.0,83.9,Alto,0,606054.32
1121,6920-6,Atividades contábeis,EPP,Lucro Presumido,Glória,5.12,0.0,2,8.58,7.0,Baixo,0,85744.43
1122,5620-1,Serviços de alimentação,ME,Simples Nacional,Ilha Porchat,78.22,0.4167,36,91.21,0.2,Baixo,0,7967.67
1123,4120-4,Construção de edifícios,MD,Lucro Real,Vila Nova,15.59,0.0833,36,0.0,0.1,Baixo,0,707460.87
1124,9602-5,Cabeleireiros e similares,MEI,MEI,Vila Margarida,41.06,0.0833,36,94.51,0.2,Baixo,0,1916.95
1125,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Porto Grande,5.1,0.0,36,74.33,0.1,Baixo,0,63599.7
1126,4921-3,Transporte rodoviário coletivo,MEI,MEI,Porto Grande,71.49,0.1667,36,99.6,0.3,Baixo,0,2159.63
1127,5310-5,Atividades dos correios,EPP,Simples Nacional,Esplanada dos Barreiros,35.54,0.0833,36,14.33,0.1,Baixo,0,39968.42
1128,4921-3,Transporte rodoviário coletivo,MD,Lucro Presumido,Catiapoa,5.39,0.0,36,0.0,0.1,Baixo,0,769227.16
1129,6202-3,Desenvolvimento de sistemas,ME,Lucro Presumido,Parque Bitaru,12.38,0.0833,36,78.28,0.0,Baixo,0,19958.63
1130,6911-7,Atividades jurídicas,MEI,MEI,Japuí,4.29,0.0,36,96.16,0.0,Baixo,0,5041.36
1131,4120-4,Construção de edifícios,EPP,Lucro Presumido,Glória,31.06,0.0,36,61.8,0.1,Baixo,0,150256.91
1132,4771-7,Comércio farmacêutico,MD,Lucro Real,Glória,4.72,0.0,36,0.0,0.0,Baixo,0,950017.23
1134,6202-3,Desenvolvimento de sistemas,ME,Simples Nacional,Vila Nova,30.35,0.0,36,82.54,0.1,Baixo,0,16045.42
1135,8599-6,Treinamento e capacitação,MEI,MEI,Vila Bocaina,2.58,0.0,19,94.94,72.0,Alto,0,3173.58
1136,5310-5,Atividades dos correios,MEI,MEI,Vila Nova,14.62,0.0833,36,93.98,0.2,Baixo,0,2807.51
1137,6201-5,Desenvolvimento de software,ME,Simples Nacional,Japuí,37.71,0.0833,36,86.55,0.2,Baixo,0,17948.71
1138,8630-5,Atividades de atenção à saúde,GR,Lucro Real,Esplanada dos Barreiros,35.86,0.0,12,0.0,99.5,Alto,1,1430443.7
1139,7490-1,Consultoria empresarial,EPP,Simples Nacional,Jardim Rio Branco,7.61,0.0,36,8.98,0.0,Baixo,0,84388.9
1140,5611-2,Restaurantes e similares,ME,Lucro Presumido,Jardim Rio Branco,5.19,0.0,36,63.54,0.0,Baixo,0,37259.66
1141,6920-6,Atividades contábeis,MEI,MEI,Ilha Porchat,5.0,0.0,36,95.02,0.2,Baixo,0,4672.42
1142,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Glória,7.5,0.0,36,75.96,0.1,Baixo,0,37435.42
1143,4771-7,Comércio farmacêutico,MEI,MEI,Ilha Porchat,7.04,0.0,36,96.85,0.0,Baixo,0,7805.41
1144,4120-4,Construção de edifícios,GR,Lucro Real,Glória,4.83,0.0,36,0.0,0.1,Baixo,0,3431564.78
1145,4921-3,Transporte rodoviário coletivo,ME,Lucro Presumido,Esplanada dos Barreiros,5.94,0.0,36,90.13,0.0,Baixo,0,53086.02
1146,6911-7,Atividades jurídicas,ME,Simples Nacional,Centro,4.61,0.0,36,76.86,0.0,Baixo,0,30416.71
1147,5310-5,Atividades dos correios,MEI,MEI,Centro,22.38,0.1667,36,94.78,0.0,Baixo,0,2433.65
1148,6201-5,Desenvolvimento de software,MEI,MEI,Jardim Rio Branco,5.79,0.0,36,96.91,0.0,Baixo,0,4128.69
1149,4921-3,Transporte rodoviário coletivo,MEI,MEI,Japuí,7.71,0.0,36,98.75,0.0,Baixo,0,6734.54
1150,7711-0,Locação de automóveis,MEI,MEI,Vila São Jorge,5.44,0.0,36,97.8,0.0,Baixo,0,6617.87
1151,8511-2,Educação infantil,EPP,Lucro Presumido,Vila São Jorge,5.65,0.0,36,29.27,0.0,Baixo,0,63818.56
1152,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Catiapoa,5.0,0.0,36,80.04,0.0,Baixo,0,26624.85
1153,6202-3,Desenvolvimento de sistemas,MD,Lucro Presumido,Vila São Jorge,4.71,0.0,36,0.0,0.3,Baixo,0,328610.32
1154,4120-4,Construção de edifícios,MEI,MEI,Porto Grande,38.29,0.0833,36,98.69,0.2,Baixo,0,5166.82
1155,5310-5,Atividades dos correios,MEI,MEI,Alto da Boa Vista,1.91,0.0,36,93.59,0.3,Baixo,0,2992.43
1156,6911-7,Atividades jurídicas,ME,Lucro Presumido,Catiapoa,69.24,0.1667,36,92.83,1.0,Baixo,0,9428.39
1157,6920-6,Atividades contábeis,ME,Lucro Presumido,Jardim Rio Branco,47.35,0.1667,36,83.84,0.1,Baixo,0,15155.64
1158,8511-2,Educação infantil,GR,Lucro Real,Alto da Boa Vista,7.81,0.0,36,0.0,0.1,Baixo,0,654446.07
1159,8511-2,Educação infantil,MEI,MEI,Porto Grande,3.8,0.0,36,95.9,0.0,Baixo,0,3700.93
1160,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Alto da Boa Vista,4.74,0.0,36,80.94,0.1,Baixo,0,25433.61
1161,6202-3,Desenvolvimento de sistemas,MD,Lucro Real,Alto da Boa Vista,31.0,0.0,36,0.0,0.4,Baixo,0,220317.55
1162,4330-4,Acabamentos em construção,ME,Simples Nacional,Vila São Jorge,1.6,0.0,36,76.24,0.0,Baixo,0,38523.0
1163,9311-5,Academias e fitness,EPP,Lucro Presumido,Vila São Jorge,70.17,0.1667,36,83.54,0.2,Baixo,0,29244.0
1164,7711-0,Locação de automóveis,EPP,Lucro Presumido,Vila Bocaina,5.77,0.0,36,36.57,0.0,Baixo,0,191170.57
1165,8599-6,Treinamento e capacitação,ME,Lucro Presumido,Ilha Porchat,5.6,0.0,32,73.84,6.4,Baixo,0,16425.79
1166,5620-1,Serviços de alimentação,MEI,MEI,Glória,4.06,0.0,36,93.68,0.0,Baixo,0,5723.22
1167,7490-1,Consultoria empresarial,ME,Simples Nacional,Vila Nova,37.22,0.0833,36,81.81,0.0,Baixo,0,16860.83
1168,4921-3,Transporte rodoviário coletivo,MEI,MEI,Ilha Porchat,7.36,0.0,36,98.63,0.2,Baixo,0,7358.93
1169,4330-4,Acabamentos em construção,ME,Lucro Presumido,Cidade Nautica,8.03,0.0,36,78.14,0.0,Baixo,0,35441.62
1170,9602-5,Cabeleireiros e similares,MEI,MEI,Alto da Boa Vista,6.58,0.0,36,91.27,0.0,Baixo,0,3045.57
1171,8630-5,Atividades de atenção à saúde,EPP,Simples Nacional,Vila Bocaina,6.86,0.0,36,21.7,0.0,Baixo,0,163318.41
1172,5620-1,Serviços de alimentação,MEI,MEI,Vila São Jorge,3.63,0.0,36,93.09,0.1,Baixo,0,6260.68
1173,7711-0,Locação de automóveis,MD,Lucro Presumido,Catiapoa,30.32,0.0,36,0.0,0.1,Baixo,0,510439.32
1174,8511-2,Educação infantil,EPP,Simples Nacional,Porto Grande,5.77,0.0,35,29.17,17.6,Baixo,0,63908.13
1175,6202-3,Desenvolvimento de sistemas,ME,Simples Nacional,Vila Bocaina,6.43,0.0,36,77.5,0.0,Baixo,0,20673.07
1176,8511-2,Educação infantil,ME,Lucro Presumido,Vila Nova,73.94,0.25,36,94.12,0.5,Baixo,0,5302.22
1177,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Japuí,79.08,0.5,36,95.39,0.5,Baixo,0,9606.31
1178,5620-1,Serviços de alimentação,EPP,Lucro Presumido,Vila Bocaina,4.93,0.0,36,0.0,0.0,Baixo,0,103634.06
1179,6202-3,Desenvolvimento de sistemas,MD,Lucro Real,Ilha Porchat,5.16,0.0,27,0.0,94.4,Alto,1,306554.9
1180,5620-1,Serviços de alimentação,ME,Simples Nacional,Catiapoa,5.78,0.0,3,69.7,7.8,Baixo,0,27457.69
1181,5611-2,Restaurantes e similares,MEI,MEI,Esplanada dos Barreiros,4.73,0.0,36,93.19,0.1,Baixo,0,6957.56
1182,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila Bocaina,0.87,0.0,36,97.21,0.0,Baixo,0,5815.4
1183,4330-4,Acabamentos em construção,ME,Lucro Presumido,Jardim Rio Branco,3.54,0.0,0,77.81,4.5,Baixo,0,35969.52
1184,8650-0,Atividades de saúde humana,MEI,MEI,Parque Bitaru,7.48,0.0,36,96.43,0.1,Baixo,0,5561.69
1185,4120-4,Construção de edifícios,MEI,MEI,Centro,30.38,0.0,36,98.61,0.0,Baixo,0,5458.91
1187,5620-1,Serviços de alimentação,EPP,Simples Nacional,Vila São Jorge,5.84,0.0,36,0.0,0.0,Baixo,0,98352.01
1188,5620-1,Serviços de alimentação,EPP,Lucro Presumido,Porto Grande,4.6,0.0,36,0.0,0.2,Baixo,0,98266.43
1189,6920-6,Atividades contábeis,MEI,MEI,Japuí,37.26,0.0833,36,96.97,0.2,Baixo,0,2845.82
1190,8630-5,Atividades de atenção à saúde,ME,Simples Nacional,Vila Nova,29.53,0.0,36,84.74,0.1,Baixo,0,31831.26
1191,4330-4,Acabamentos em construção,EPP,Simples Nacional,Vila São Jorge,66.55,0.1667,22,72.65,99.4,Alto,1,44335.84
1192,8512-1,Ensino fundamental,MD,Lucro Real,Vila Bocaina,8.05,0.0,36,0.0,0.1,Baixo,0,258200.47
1193,8599-6,Treinamento e capacitação,MEI,MEI,Porto Grande,4.5,0.0,36,95.03,0.1,Baixo,0,3121.98
1194,7490-1,Consultoria empresarial,ME,Lucro Presumido,Catiapoa,29.95,0.0,20,80.94,97.5,Alto,1,17674.42
1195,6920-6,Atividades contábeis,EPP,Simples Nacional,Ilha Porchat,40.76,0.1667,36,44.01,0.1,Baixo,0,52514.68
1196,5611-2,Restaurantes e similares,ME,Simples Nacional,Cidade Nautica,7.35,0.0,36,67.82,0.0,Baixo,0,32886.19
