id_contribuinte,cnae,desc_cnae,porte,porte_num,regime_tributario,regime_num,bairro,risco_latente,gap_medio_pct,gap_std,taxa_omissao,taxa_retificacao,receita_media_12m,cv_receita,slope_receita_norm,razao_ultimo_media,meses_sem_fiscalizacao,n_acoes_historicas,n_meses_com_dados,irregularidade_confirmada,bench_receita_media,gap_vs_bench_pct
962,5611-2,Restaurantes e similares,ME,2,Lucro Presumido,3,Ilha Porchat,0,6.35,6.88,0.0,0.0833,35974.75,0.2242,0.027631,1.4504,36,0,12,0,102203.3056008454,64.8
963,4120-4,Construção de edifícios,EPP,3,Lucro Presumido,3,Vila Nova,0,1.54,6.14,0.0,0.0,207350.58,0.2306,0.026556,0.8256,36,0,12,0,393390.15080833336,47.29
964,6202-3,Desenvolvimento de sistemas,ME,2,Simples Nacional,2,Vila Nova,0,6.38,4.04,0.0,0.0,21094.22,0.0803,-0.001347,1.0418,36,0,12,0,91894.10241863075,77.05
965,6201-5,Desenvolvimento de software,ME,2,Lucro Presumido,3,Centro,0,10.64,28.91,0.0833,0.1667,26450.76,0.3547,0.012438,1.1436,34,1,12,0,133409.7116222222,80.17
966,7711-0,Locação de automóveis,ME,2,Lucro Presumido,3,Vila Nova,0,5.23,6.55,0.0,0.0833,49304.45,0.1112,-0.01664,0.9197,8,1,12,0,301400.2526279957,83.64
967,6920-6,Atividades contábeis,ME,2,Simples Nacional,2,Japuí,1,34.75,10.07,0.0,0.0,18589.09,0.1819,-0.01482,0.8061,36,0,12,0,93794.93164215687,80.18
968,5310-5,Atividades dos correios,EPP,3,Simples Nacional,2,Vila Bocaina,1,55.05,34.04,0.3333,0.25,27328.77,0.7672,0.062556,1.5821,36,0,12,0,46652.40631738174,41.42
969,7711-0,Locação de automóveis,MEI,1,MEI,1,Jardim Rio Branco,1,39.15,20.64,0.0833,0.0833,4372.97,0.3536,0.051996,1.1342,36,0,12,0,301400.2526279957,98.55
970,8650-0,Atividades de saúde humana,ME,2,Simples Nacional,2,Vila Bocaina,0,12.8,28.38,0.0833,0.0,35953.01,0.3303,0.02814,1.0329,36,0,12,0,155738.17786195286,76.91
971,5620-1,Serviços de alimentação,MEI,1,MEI,1,Porto Grande,0,4.19,5.5,0.0,0.0,6320.56,0.154,0.013396,1.1429,36,0,12,0,90611.88504413291,93.02
972,9311-5,Academias e fitness,EPP,3,Simples Nacional,2,Japuí,1,33.76,9.72,0.0,0.0833,64571.69,0.235,0.019886,0.8473,36,0,12,0,177651.30473180074,63.65
973,7490-1,Consultoria empresarial,EPP,3,Simples Nacional,2,Centro,0,7.73,6.16,0.0,0.0,77434.62,0.1438,0.024907,0.9306,36,0,12,0,92713.56658625731,16.48
974,9311-5,Academias e fitness,ME,2,Lucro Presumido,3,Parque Bitaru,0,7.26,5.13,0.0,0.0,28013.42,0.1228,0.008436,1.1531,28,1,12,0,177651.30473180074,84.23
975,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Esplanada dos Barreiros,0,12.98,27.89,0.0833,0.0,2826.24,0.3354,-0.034168,0.9735,8,1,12,0,34897.042119708996,91.9
976,5620-1,Serviços de alimentação,MEI,1,MEI,1,Alto da Boa Vista,0,13.98,27.77,0.0833,0.0,5402.02,0.3556,0.026378,1.3285,36,0,12,0,90611.88504413291,94.04
978,9311-5,Academias e fitness,GR,5,Lucro Real,4,Japuí,2,72.85,21.62,0.3333,0.0,290074.02,0.8066,-0.008082,1.7158,36,0,12,0,177651.30473180074,0.0
980,7711-0,Locação de automóveis,ME,2,Simples Nacional,2,Porto Grande,1,33.75,10.31,0.0,0.0833,33253.35,0.2308,0.006764,0.8169,36,0,12,0,301400.2526279957,88.97
981,6920-6,Atividades contábeis,MEI,1,MEI,1,Esplanada dos Barreiros,0,3.44,6.24,0.0,0.0,4258.46,0.1428,0.015567,0.8647,36,0,12,0,93794.93164215687,95.46
982,8599-6,Treinamento e capacitação,EPP,3,Simples Nacional,2,Vila Margarida,0,5.48,5.33,0.0,0.0,47271.75,0.3285,0.00846,0.5556,36,0,12,0,62778.58030149052,24.7
983,9311-5,Academias e fitness,ME,2,Lucro Presumido,3,Vila Nova,0,11.02,28.59,0.0833,0.0,25373.42,0.3509,0.028019,0.8993,36,0,12,0,177651.30473180074,85.72
984,4330-4,Acabamentos em construção,MEI,1,MEI,1,Centro,0,4.13,6.25,0.0,0.0,5669.8,0.2147,0.024122,0.9358,36,0,12,0,162118.29751887813,96.5
985,9311-5,Academias e fitness,MEI,1,MEI,1,Parque Bitaru,0,9.36,4.88,0.0,0.0,4359.81,0.1715,0.017029,0.865,36,0,12,0,177651.30473180074,97.55
986,7490-1,Consultoria empresarial,MEI,1,MEI,1,Japuí,1,33.3,12.29,0.0,0.0,2812.48,0.2106,0.015983,1.4526,36,0,12,0,92713.56658625731,96.97
987,6920-6,Atividades contábeis,MEI,1,MEI,1,Esplanada dos Barreiros,0,4.28,5.65,0.0,0.1667,4446.3,0.1025,0.010352,1.0644,36,0,12,0,93794.93164215687,95.26
988,8511-2,Educação infantil,MEI,1,MEI,1,Jardim Rio Branco,2,70.91,17.15,0.1667,0.0,1185.43,0.7299,-0.007284,0.0,3,1,12,1,90225.06081632653,98.69
989,8650-0,Atividades de saúde humana,MEI,1,MEI,1,Vila São Jorge,0,7.69,8.6,0.0,0.0,5482.36,0.1123,0.00139,0.8379,36,0,12,0,155738.17786195286,96.48
990,8511-2,Educação infantil,MD,4,Lucro Real,4,Japuí,1,28.16,8.42,0.0,0.1667,159178.89,0.2978,-0.00738,0.539,36,0,12,0,90225.06081632653,0.0
991,5620-1,Serviços de alimentação,MEI,1,MEI,1,Alto da Boa Vista,1,40.39,21.45,0.0833,0.1667,3568.06,0.4281,0.030706,1.6315,15,1,12,0,90611.88504413291,96.06
992,8650-0,Atividades de saúde humana,ME,2,Lucro Presumido,3,Catiapoa,0,12.18,28.05,0.0833,0.0,37700.5,0.3463,-0.01158,1.0028,36,0,12,0,155738.17786195286,75.79
993,8512-1,Ensino fundamental,MEI,1,MEI,1,Japuí,0,5.72,5.46,0.0,0.0,4231.53,0.3876,-0.017097,0.5813,36,0,12,0,108039.5574796748,96.08
994,8599-6,Treinamento e capacitação,EPP,3,Simples Nacional,2,Esplanada dos Barreiros,0,4.65,7.82,0.0,0.0833,51575.23,0.3756,-0.01925,0.6065,14,1,12,0,62778.58030149052,17.85
995,6911-7,Atividades jurídicas,ME,2,Simples Nacional,2,Porto Grande,1,36.28,22.16,0.0833,0.4167,20318.38,0.4209,0.06752,1.0873,36,0,12,0,131438.33464285714,84.54
996,4921-3,Transporte rodoviário coletivo,EPP,3,Simples Nacional,2,Ilha Porchat,0,5.92,5.2,0.0,0.0,202794.12,0.1443,-0.002311,1.0452,36,0,12,0,537656.9499799799,62.28
997,8512-1,Ensino fundamental,ME,2,Lucro Presumido,3,Alto da Boa Vista,0,7.2,5.0,0.0,0.0833,24197.74,0.2964,-0.012506,0.6256,36,0,12,0,108039.5574796748,77.6
998,6911-7,Atividades jurídicas,EPP,3,Lucro Presumido,3,Ilha Porchat,1,42.45,27.68,0.1667,0.1667,66031.8,0.5378,0.051775,1.3465,36,0,12,0,131438.33464285714,49.76
999,4921-3,Transporte rodoviário coletivo,GR,5,Lucro Real,4,Cidade Nautica,0,5.49,4.03,0.0,0.0,2820162.7,0.1585,0.014086,1.0809,36,0,12,0,537656.9499799799,0.0
1000,6201-5,Desenvolvimento de software,MEI,1,MEI,1,Vila Nova,0,5.53,3.91,0.0,0.0833,4129.88,0.1419,-0.013039,0.9824,36,0,12,0,133409.7116222222,96.9
1001,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Cidade Nautica,0,4.15,5.97,0.0,0.0,5853.22,0.1423,0.00542,0.9322,36,0,12,0,208588.24982142856,97.19
1002,6920-6,Atividades contábeis,MD,4,Lucro Presumido,3,Vila São Jorge,0,5.86,5.3,0.0,0.0,289590.34,0.1483,0.009991,0.9863,36,0,12,0,93794.93164215687,0.0
1003,9311-5,Academias e fitness,MEI,1,MEI,1,Porto Grande,1,33.58,12.57,0.0,0.0,3102.97,0.2447,-0.036716,0.8413,36,0,12,0,177651.30473180074,98.25
1004,6920-6,Atividades contábeis,ME,2,Lucro Presumido,3,Vila São Jorge,1,29.83,9.3,0.0,0.0,19874.94,0.2468,0.016287,0.7981,36,0,12,0,93794.93164215687,78.81
1006,4330-4,Acabamentos em construção,MEI,1,MEI,1,Ilha Porchat,0,5.31,5.24,0.0,0.0,5191.86,0.2016,0.0214,0.8477,36,0,12,0,162118.29751887813,96.8
1007,6202-3,Desenvolvimento de sistemas,MD,4,Lucro Presumido,3,Alto da Boa Vista,0,5.96,4.92,0.0,0.0,324793.62,0.1434,0.022798,1.0898,36,0,12,0,91894.10241863075,0.0
1008,5611-2,Restaurantes e similares,ME,2,Simples Nacional,2,Porto Grande,0,7.96,4.17,0.0,0.0,35226.65,0.1537,0.00459,1.2052,36,0,12,0,102203.3056008454,65.53
1009,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Vila Margarida,2,70.06,16.55,0.1667,0.0833,1894.97,0.5825,0.033195,0.9465,36,0,12,0,208588.24982142856,99.09
1010,4120-4,Construção de edifícios,MEI,1,MEI,1,Glória,1,50.32,30.94,0.25,0.3333,4125.02,0.6363,0.092634,1.1228,36,0,12,0,393390.15080833336,98.95
1011,8650-0,Atividades de saúde humana,GR,5,Lucro Real,4,Catiapoa,0,0.4,5.47,0.0,0.0,1782803.73,0.1538,0.010411,0.9746,36,0,12,0,155738.17786195286,0.0
1012,8650-0,Atividades de saúde humana,MD,4,Lucro Presumido,3,Vila Margarida,0,3.06,7.25,0.0,0.0833,528460.03,0.1894,0.013895,0.8248,36,0,12,0,155738.17786195286,0.0
1013,5620-1,Serviços de alimentação,ME,2,Simples Nacional,2,Centro,0,6.38,5.15,0.0,0.0,30220.17,0.1858,-0.014826,0.8316,36,0,12,0,90611.88504413291,66.65
1014,8630-5,Atividades de atenção à saúde,EPP,3,Lucro Presumido,3,Porto Grande,2,62.83,11.36,0.0,0.0833,66467.1,0.325,-0.010628,0.8016,36,0,12,0,208588.24982142856,68.13
1015,6201-5,Desenvolvimento de software,MEI,1,MEI,1,Vila Margarida,1,38.65,20.79,0.0833,0.0,2904.8,0.3452,0.023677,0.9964,36,0,12,0,133409.7116222222,97.82
1016,9311-5,Academias e fitness,MEI,1,MEI,1,Vila Nova,0,6.78,5.91,0.0,0.0,4328.08,0.1786,-0.002303,1.0287,36,0,12,0,177651.30473180074,97.56
1017,6202-3,Desenvolvimento de sistemas,ME,2,Lucro Presumido,3,Esplanada dos Barreiros,2,68.6,12.83,0.0833,0.0,7508.13,0.4297,0.014175,1.0613,36,0,12,0,91894.10241863075,91.83
1018,6920-6,Atividades contábeis,ME,2,Simples Nacional,2,Vila São Jorge,0,5.45,5.47,0.0,0.0833,26774.46,0.1466,-0.008023,0.9067,36,0,12,0,93794.93164215687,71.45
1019,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Alto da Boa Vista,0,7.55,4.13,0.0,0.0,2969.38,0.0915,0.010694,0.9295,36,0,12,0,34897.042119708996,91.49
1020,5310-5,Atividades dos correios,MEI,1,MEI,1,Ilha Porchat,0,2.59,4.55,0.0,0.0,2830.56,0.1429,0.002012,1.104,36,0,12,0,46652.40631738174,93.93
1021,8630-5,Atividades de atenção à saúde,MD,4,Lucro Presumido,3,Jardim Rio Branco,0,3.87,6.43,0.0,0.0833,653909.34,0.1096,0.008066,1.0526,36,0,12,0,208588.24982142856,0.0
1022,9602-5,Cabeleireiros e similares,ME,2,Simples Nacional,2,Catiapoa,0,7.14,3.61,0.0,0.0833,14126.22,0.1565,0.005182,1.0807,36,0,12,0,34897.042119708996,59.52
1023,4120-4,Construção de edifícios,MD,4,Lucro Presumido,3,Ilha Porchat,1,37.3,20.8,0.0833,0.0833,522694.6,0.3508,0.054744,1.1218,36,0,12,0,393390.15080833336,0.0
1024,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Vila Nova,1,41.05,19.7,0.0833,0.0,1889.74,0.3787,0.004069,1.4455,36,0,12,0,34897.042119708996,94.58
1025,4921-3,Transporte rodoviário coletivo,ME,2,Simples Nacional,2,Vila Nova,0,4.91,3.84,0.0,0.0833,55900.61,0.1028,0.00335,0.9207,36,0,12,0,537656.9499799799,89.6
1026,4921-3,Transporte rodoviário coletivo,ME,2,Lucro Presumido,3,Vila Nova,0,12.72,27.99,0.0833,0.0,46084.27,0.3519,0.02461,1.0186,36,0,12,0,537656.9499799799,91.43
1027,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Vila Bocaina,2,70.42,19.86,0.25,0.1667,929.04,0.7554,0.1203,0.8239,36,0,12,0,62778.58030149052,98.52
1028,5611-2,Restaurantes e similares,EPP,3,Simples Nacional,2,Porto Grande,1,32.5,9.31,0.0,0.0833,87345.8,0.1509,0.011535,1.2973,5,1,12,0,102203.3056008454,14.54
1029,4771-7,Comércio farmacêutico,ME,2,Lucro Presumido,3,Japuí,0,4.04,6.07,0.0,0.0,56756.0,0.0898,0.007424,1.06,36,0,12,0,247735.04169952212,77.09
1030,4330-4,Acabamentos em construção,EPP,3,Simples Nacional,2,Vila Bocaina,0,14.04,27.28,0.0833,0.0,113786.48,0.3742,0.005449,0.8669,36,0,12,0,162118.29751887813,29.81
1031,5611-2,Restaurantes e similares,MEI,1,MEI,1,Jardim Rio Branco,0,7.81,3.26,0.0,0.0,6531.04,0.129,0.001615,0.8924,36,0,12,0,102203.3056008454,93.61
1032,6202-3,Desenvolvimento de sistemas,EPP,3,Lucro Presumido,3,Vila Bocaina,0,6.14,6.89,0.0,0.0,76237.33,0.1831,0.010368,1.2287,36,0,12,0,91894.10241863075,17.04
1033,5620-1,Serviços de alimentação,MEI,1,MEI,1,Alto da Boa Vista,1,37.2,21.52,0.0833,0.1667,4116.43,0.3562,-0.031851,1.1838,36,0,12,0,90611.88504413291,95.46
1034,6202-3,Desenvolvimento de sistemas,MEI,1,MEI,1,Catiapoa,0,5.26,4.2,0.0,0.0,3504.58,0.1225,0.004729,1.052,6,1,12,0,91894.10241863075,96.19
1035,6201-5,Desenvolvimento de software,MEI,1,MEI,1,Porto Grande,0,3.68,3.11,0.0,0.0,4673.61,0.108,0.002915,0.8299,36,0,12,0,133409.7116222222,96.5
1036,5310-5,Atividades dos correios,EPP,3,Simples Nacional,2,Japuí,0,13.88,27.41,0.0833,0.0,54567.56,0.3414,0.068649,1.3097,36,0,12,0,46652.40631738174,0.0
1037,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Centro,2,76.64,12.41,0.1667,0.0833,1324.19,0.5339,0.001272,0.0,14,1,12,1,208588.24982142856,99.37
1038,4771-7,Comércio farmacêutico,MD,4,Lucro Real,4,Vila Nova,2,76.61,17.71,0.3333,0.1667,226354.03,0.7857,0.09091,1.1712,36,0,12,0,247735.04169952212,8.63
1039,5611-2,Restaurantes e similares,MEI,1,MEI,1,Vila São Jorge,0,3.39,6.1,0.0,0.0,6678.66,0.1645,0.020279,1.2064,36,0,12,0,102203.3056008454,93.47
1040,9311-5,Academias e fitness,GR,5,Lucro Real,4,Parque Bitaru,1,29.15,8.43,0.0,0.1667,747173.94,0.1376,0.022305,1.2204,36,0,12,0,177651.30473180074,0.0
1041,4330-4,Acabamentos em construção,MEI,1,MEI,1,Porto Grande,0,13.08,27.86,0.0833,0.0,4972.38,0.3721,0.043841,0.9097,36,0,12,0,162118.29751887813,96.93
1042,4120-4,Construção de edifícios,ME,2,Simples Nacional,2,Glória,2,64.37,18.53,0.1667,0.1667,20267.21,0.5435,0.035466,1.1482,21,1,12,1,393390.15080833336,94.85
1043,8650-0,Atividades de saúde humana,ME,2,Simples Nacional,2,Catiapoa,0,5.16,4.24,0.0,0.0,39538.25,0.0767,-0.003236,0.8449,36,0,12,0,155738.17786195286,74.61
1044,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Cidade Nautica,1,31.74,8.71,0.0,0.1667,4217.88,0.193,-0.008589,0.9704,36,0,12,0,208588.24982142856,97.98
1045,4771-7,Comércio farmacêutico,EPP,3,Lucro Presumido,3,Catiapoa,0,4.9,3.93,0.0,0.0833,247918.69,0.1462,0.031375,1.3434,36,0,12,0,247735.04169952212,0.0
1046,6920-6,Atividades contábeis,EPP,3,Simples Nacional,2,Centro,2,67.36,14.41,0.0833,0.0833,31031.15,0.4531,-0.021717,0.8544,36,0,12,0,93794.93164215687,66.92
1047,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Alto da Boa Vista,0,11.67,29.0,0.0833,0.0,2906.93,0.4179,0.033551,0.7318,36,0,12,0,62778.58030149052,95.37
1048,5611-2,Restaurantes e similares,MEI,1,MEI,1,Esplanada dos Barreiros,1,41.31,28.56,0.1667,0.0833,4443.45,0.49,0.052093,1.4056,36,0,12,0,102203.3056008454,95.65
1050,8650-0,Atividades de saúde humana,EPP,3,Lucro Presumido,3,Alto da Boa Vista,0,0.61,6.81,0.0,0.0,139422.93,0.1667,0.010809,1.0125,36,0,12,0,155738.17786195286,10.48
1051,7711-0,Locação de automóveis,MD,4,Lucro Presumido,3,Esplanada dos Barreiros,0,8.7,6.41,0.0,0.0,718376.98,0.1827,0.019373,0.8813,36,0,12,0,301400.2526279957,0.0
1052,4921-3,Transporte rodoviário coletivo,MEI,1,MEI,1,Vila São Jorge,1,49.06,31.71,0.25,0.1667,3748.65,0.6323,-0.067968,0.0,36,0,12,0,537656.9499799799,99.3
1053,8650-0,Atividades de saúde humana,EPP,3,Simples Nacional,2,Vila Bocaina,0,5.06,6.31,0.0,0.0833,144691.25,0.1394,0.006989,1.0779,36,0,12,0,155738.17786195286,7.09
1054,8512-1,Ensino fundamental,MD,4,Lucro Real,4,Jardim Rio Branco,2,66.66,17.78,0.1667,0.0833,105908.46,0.6905,-0.033846,0.0,9,1,12,1,108039.5574796748,1.97
1055,9311-5,Academias e fitness,MEI,1,MEI,1,Ilha Porchat,2,75.48,20.29,0.3333,0.0833,1148.34,0.8787,0.026346,1.8629,28,1,12,0,177651.30473180074,99.35
1056,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Japuí,0,10.35,29.04,0.0833,0.0,5512.69,0.3344,-0.005751,1.0569,36,0,12,0,208588.24982142856,97.36
1057,4921-3,Transporte rodoviário coletivo,MEI,1,MEI,1,Alto da Boa Vista,2,75.74,12.8,0.1667,0.0,1713.75,0.5157,-0.086149,0.0,36,0,12,0,537656.9499799799,99.68
1058,8630-5,Atividades de atenção à saúde,EPP,3,Simples Nacional,2,Esplanada dos Barreiros,0,6.8,5.73,0.0,0.0,170749.28,0.2002,0.011088,0.9448,36,0,12,0,208588.24982142856,18.14
1059,4771-7,Comércio farmacêutico,ME,2,Simples Nacional,2,Esplanada dos Barreiros,1,31.39,9.78,0.0,0.0833,40803.74,0.2129,0.001681,0.8279,36,0,12,0,247735.04169952212,83.53
1060,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Catiapoa,2,64.75,19.31,0.1667,0.0,2223.77,0.5491,0.022303,1.0477,36,0,12,0,208588.24982142856,98.93
1061,8512-1,Ensino fundamental,EPP,3,Lucro Presumido,3,Esplanada dos Barreiros,0,13.97,27.8,0.0833,0.0833,73841.27,0.4518,-0.010471,0.8018,36,0,12,0,108039.5574796748,31.65
1062,8512-1,Ensino fundamental,GR,5,Lucro Real,4,Glória,0,13.12,28.06,0.0833,0.0,770425.92,0.4363,0.02658,0.6532,36,0,12,0,108039.5574796748,0.0
1063,6911-7,Atividades jurídicas,GR,5,Lucro Real,4,Catiapoa,1,34.57,22.81,0.0833,0.1667,803236.26,0.3749,0.038776,0.8135,36,0,12,0,131438.33464285714,0.0
1064,8511-2,Educação infantil,ME,2,Lucro Presumido,3,Parque Bitaru,0,2.53,3.97,0.0,0.0,19941.98,0.3256,0.013108,0.6388,11,1,12,0,90225.06081632653,77.9
1065,6202-3,Desenvolvimento de sistemas,MD,4,Lucro Real,4,Parque Bitaru,0,11.87,28.7,0.0833,0.0,289905.13,0.3457,-0.020593,1.2465,36,0,12,0,91894.10241863075,0.0
1066,4120-4,Construção de edifícios,MEI,1,MEI,1,Porto Grande,0,6.08,7.83,0.0,0.0,7970.28,0.2058,0.014767,0.8201,36,0,12,0,393390.15080833336,97.97
1067,8511-2,Educação infantil,ME,2,Lucro Presumido,3,Vila São Jorge,0,4.11,5.52,0.0,0.0,19748.14,0.3381,0.001513,0.553,36,0,12,0,90225.06081632653,78.11
1068,9602-5,Cabeleireiros e similares,EPP,3,Simples Nacional,2,Vila Nova,2,63.23,12.96,0.0,0.0833,17392.05,0.3563,0.02438,0.8687,36,0,12,0,34897.042119708996,50.16
1069,7711-0,Locação de automóveis,MEI,1,MEI,1,Vila Bocaina,1,42.27,19.03,0.0833,0.25,4149.11,0.3701,0.042073,1.1691,36,0,12,0,301400.2526279957,98.62
1070,9311-5,Academias e fitness,MEI,1,MEI,1,Porto Grande,2,70.5,16.45,0.1667,0.0833,1358.92,0.6237,0.036246,0.9034,36,0,12,0,177651.30473180074,99.24
1071,8511-2,Educação infantil,EPP,3,Lucro Presumido,3,Alto da Boa Vista,0,1.88,6.39,0.0,0.1667,66116.54,0.2754,0.001396,0.7063,36,0,12,0,90225.06081632653,26.72
1072,4921-3,Transporte rodoviário coletivo,EPP,3,Simples Nacional,2,Catiapoa,0,5.72,5.76,0.0,0.0833,210241.9,0.1446,0.021763,1.1496,36,0,12,0,537656.9499799799,60.9
1073,8630-5,Atividades de atenção à saúde,ME,2,Simples Nacional,2,Ilha Porchat,1,38.43,21.53,0.0833,0.0,28504.06,0.3935,-0.008762,0.9534,36,0,12,0,208588.24982142856,86.33
1074,9602-5,Cabeleireiros e similares,ME,2,Lucro Presumido,3,Cidade Nautica,0,3.91,5.92,0.0,0.0,14462.8,0.137,0.001302,0.9828,36,0,12,0,34897.042119708996,58.56
1075,6201-5,Desenvolvimento de software,ME,2,Lucro Presumido,3,Vila São Jorge,1,28.96,11.98,0.0,0.1667,19525.34,0.1544,0.001893,1.1201,36,0,12,0,133409.7116222222,85.36
1076,5620-1,Serviços de alimentação,MEI,1,MEI,1,Japuí,0,4.24,7.65,0.0,0.0,6244.45,0.1863,0.029818,1.2975,29,1,12,1,90611.88504413291,93.11
1077,7490-1,Consultoria empresarial,EPP,3,Simples Nacional,2,Centro,1,29.81,6.94,0.0,0.0833,62249.98,0.2064,0.042898,1.1868,36,0,12,0,92713.56658625731,32.86
1078,6911-7,Atividades jurídicas,MEI,1,MEI,1,Centro,0,7.8,4.4,0.0,0.0,4434.27,0.0688,-0.003989,0.9007,36,0,12,0,131438.33464285714,96.63
1079,4771-7,Comércio farmacêutico,MEI,1,MEI,1,Ilha Porchat,0,5.88,4.84,0.0,0.0,7813.34,0.1281,0.01593,1.0494,12,1,12,0,247735.04169952212,96.85
1080,8650-0,Atividades de saúde humana,ME,2,Simples Nacional,2,Vila Bocaina,1,42.89,19.35,0.0833,0.0833,22269.5,0.3639,0.012335,0.8522,36,0,12,0,155738.17786195286,85.7
1081,4120-4,Construção de edifícios,EPP,3,Simples Nacional,2,Parque Bitaru,1,39.58,20.34,0.0833,0.0,135666.92,0.3919,0.006033,0.9771,22,1,12,1,393390.15080833336,65.51
1082,8650-0,Atividades de saúde humana,ME,2,Lucro Presumido,3,Jardim Rio Branco,1,25.79,8.99,0.0,0.0,31745.77,0.1809,-0.027513,0.8842,36,0,12,0,155738.17786195286,79.62
1083,6920-6,Atividades contábeis,ME,2,Simples Nacional,2,Vila Bocaina,2,74.6,20.35,0.3333,0.1667,7312.76,0.8094,-0.145727,0.9753,36,0,12,0,93794.93164215687,92.2
1084,6911-7,Atividades jurídicas,ME,2,Lucro Presumido,3,Vila Nova,0,14.68,27.54,0.0833,0.0,27369.8,0.3615,-0.020885,1.0024,28,1,12,0,131438.33464285714,79.18
1085,4330-4,Acabamentos em construção,EPP,3,Lucro Presumido,3,Cidade Nautica,0,3.56,7.14,0.0,0.0,123609.38,0.2225,0.008735,0.7753,21,1,12,1,162118.29751887813,23.75
1086,4771-7,Comércio farmacêutico,EPP,3,Simples Nacional,2,Catiapoa,0,4.7,5.69,0.0,0.0,243901.34,0.1907,0.007304,0.8272,36,0,12,0,247735.04169952212,1.55
1087,6202-3,Desenvolvimento de sistemas,MEI,1,MEI,1,Jardim Rio Branco,2,74.9,17.09,0.25,0.0833,970.32,0.7209,-0.038588,0.0,36,0,12,0,91894.10241863075,98.94
1088,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Porto Grande,1,35.62,23.07,0.0833,0.0833,2261.07,0.366,0.054486,1.2715,36,0,12,0,34897.042119708996,93.52
1089,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Esplanada dos Barreiros,1,40.21,20.78,0.0833,0.1667,3644.04,0.3615,-0.020431,1.0769,36,0,12,0,208588.24982142856,98.25
1090,5310-5,Atividades dos correios,EPP,3,Lucro Presumido,3,Centro,0,2.67,5.0,0.0,0.0,57190.54,0.12,0.001485,0.7612,15,1,12,0,46652.40631738174,0.0
1091,7711-0,Locação de automóveis,MEI,1,MEI,1,Japuí,0,14.67,27.41,0.0833,0.0833,6068.18,0.3556,0.002987,1.3854,36,0,12,0,301400.2526279957,97.99
1092,8650-0,Atividades de saúde humana,MEI,1,MEI,1,Vila Bocaina,0,6.98,4.47,0.0,0.0833,5149.59,0.1609,-0.001226,0.8634,0,1,12,0,155738.17786195286,96.69
1093,8599-6,Treinamento e capacitação,EPP,3,Simples Nacional,2,Catiapoa,2,65.92,15.34,0.0833,0.0,17791.94,0.5908,-0.052071,0.6052,36,0,12,0,62778.58030149052,71.66
1094,4921-3,Transporte rodoviário coletivo,MD,4,Lucro Real,4,Glória,1,45.97,26.69,0.1667,0.0833,409847.54,0.5163,-0.00895,1.3938,36,0,12,0,537656.9499799799,23.77
1095,5620-1,Serviços de alimentação,EPP,3,Simples Nacional,2,Vila São Jorge,1,43.87,27.62,0.1667,0.1667,65032.52,0.5392,-0.00208,1.866,36,0,12,0,90611.88504413291,28.23
1096,7711-0,Locação de automóveis,MEI,1,MEI,1,Japuí,2,64.48,8.1,0.0,0.0,2586.46,0.2487,0.0265,1.5002,36,0,12,0,301400.2526279957,99.14
1097,6202-3,Desenvolvimento de sistemas,EPP,3,Simples Nacional,2,Parque Bitaru,0,7.89,6.81,0.0,0.0,77661.29,0.1841,0.003005,1.003,36,0,12,0,91894.10241863075,15.49
1098,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Alto da Boa Vista,0,6.49,3.35,0.0,0.0833,3089.73,0.3338,-0.002763,0.674,36,0,12,0,62778.58030149052,95.08
1099,9602-5,Cabeleireiros e similares,ME,2,Lucro Presumido,3,Centro,2,67.36,18.23,0.1667,0.1667,5162.03,0.5818,-0.02689,1.3996,36,0,12,0,34897.042119708996,85.21
1100,8512-1,Ensino fundamental,ME,2,Lucro Presumido,3,Jardim Rio Branco,0,5.08,6.86,0.0,0.0,25971.14,0.3416,-0.015834,0.7278,36,0,12,0,108039.5574796748,75.96
1101,6920-6,Atividades contábeis,GR,5,Lucro Real,4,Vila Margarida,0,13.51,27.6,0.0833,0.0,796273.23,0.3362,0.004608,1.2513,23,1,12,0,93794.93164215687,0.0
1102,5310-5,Atividades dos correios,ME,2,Simples Nacional,2,Glória,0,7.81,3.55,0.0,0.0,17633.51,0.1158,0.005941,1.0043,36,0,12,0,46652.40631738174,62.2
1103,8630-5,Atividades de atenção à saúde,EPP,3,Simples Nacional,2,Japuí,2,74.76,19.81,0.3333,0.3333,43691.77,0.8006,-0.011348,1.9323,36,0,12,0,208588.24982142856,79.05
